"Per Pupil Expenditures by Function (District), 2022-23"
"All Districts"
"Notes:"
"Expenditures exclude food services not funded by local funds, debt, capital (other than equipment), adult education, community services, and state contributions to Teachers' Retirement."
"All amounts include regular and special education."
"This report is based upon data reported by school districts; questions concerning report data should be addressed to the school district."

"Pupil Basis: 1 = Enrollment plus outplaced pupils, 2 = Enrollment in district schools, 3 = Total pupils transported"

"District","District Code","Function","Expenditures","Pupils","Pupil Basis","PPE"
"East Hartford School District","=""0430011""","Minor school construction","N/A","N/A","N/A","N/A"
"East Hartford School District","=""0430011""","Total","$139,438,964",8234,1,"$16,935"
"East Haven School District","=""0440011""","Instruction","$36,240,146",3210,1,"$11,290"
"East Haven School District","=""0440011""","Support services - students","$4,627,555",2856,2,"$1,620"
"East Haven School District","=""0440011""","Support services - instruction","$3,392,301",2856,2,"$1,188"
"East Haven School District","=""0440011""","Support services - general administration","$1,607,436",2856,2,"$563"
"East Haven School District","=""0440011""","Support services - school based administration","$2,531,821",2856,2,"$886"
"East Haven School District","=""0440011""","Central and other support services","$1,889,887",2856,2,"$662"
"East Haven School District","=""0440011""","Operation and maintenance of plant","$3,766,822",2856,2,"$1,319"
"East Haven School District","=""0440011""","Student transportation services","$4,635,474",2225,3,"$2,083"
"East Haven School District","=""0440011""","Food services","$0",2856,2,"$0"
"East Haven School District","=""0440011""","Enterprise operations","$0",2856,2,"$0"
"East Haven School District","=""0440011""","Minor school construction","N/A","N/A","N/A","N/A"
"East Haven School District","=""0440011""","Total","$58,691,441",3210,1,"$18,284"
"East Lyme School District","=""0450011""","Instruction","$31,029,226",2674,1,"$11,604"
"East Lyme School District","=""0450011""","Support services - students","$5,241,715",2613,2,"$2,006"
"East Lyme School District","=""0450011""","Support services - instruction","$1,757,863",2613,2,"$673"
"East Lyme School District","=""0450011""","Support services - general administration","$2,184,397",2613,2,"$836"
"East Lyme School District","=""0450011""","Support services - school based administration","$3,070,855",2613,2,"$1,175"
"East Lyme School District","=""0450011""","Central and other support services","$2,868,569",2613,2,"$1,098"
"East Lyme School District","=""0450011""","Operation and maintenance of plant","$7,008,275",2613,2,"$2,682"
"East Lyme School District","=""0450011""","Student transportation services","$2,225,987",2439,3,"$913"
"East Lyme School District","=""0450011""","Food services","$0",2613,2,"$0"
"East Lyme School District","=""0450011""","Enterprise operations","$1,101,773",2613,2,"$422"
"East Lyme School District","=""0450011""","Minor school construction","N/A","N/A","N/A","N/A"
"East Lyme School District","=""0450011""","Total","$56,488,659",2674,1,"$21,125"
"East Windsor School District","=""0470011""","Instruction","$17,571,038",1152,1,"$15,253"
"East Windsor School District","=""0470011""","Support services - students","$2,848,767",1019,2,"$2,796"
"East Windsor School District","=""0470011""","Support services - instruction","$1,308,779",1019,2,"$1,284"
"East Windsor School District","=""0470011""","Support services - general administration","$604,319",1019,2,"$593"
"East Windsor School District","=""0470011""","Support services - school based administration","$2,481,320",1019,2,"$2,435"
"East Windsor School District","=""0470011""","Central and other support services","$651,985",1019,2,"$640"
"East Windsor School District","=""0470011""","Operation and maintenance of plant","$2,254,925",1019,2,"$2,213"
"East Windsor School District","=""0470011""","Student transportation services","$1,397,608",1097,3,"$1,274"
"East Windsor School District","=""0470011""","Food services","$0",1019,2,"$0"
"East Windsor School District","=""0470011""","Enterprise operations","$218,709",1019,2,"$215"
"East Windsor School District","=""0470011""","Minor school construction","N/A","N/A","N/A","N/A"
"East Windsor School District","=""0470011""","Total","$29,337,451",1152,1,"$25,467"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Instruction","$13,103,605",404,1,"$32,435"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Support services - students","$4,889,543",404,2,"$12,103"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Support services - instruction","$609,098",404,2,"$1,508"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Support services - general administration","$5,018",404,2,"$12"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Support services - school based administration","$0",404,2,"$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Central and other support services","$187,455",404,2,"$464"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Operation and maintenance of plant","$171,949",404,2,"$426"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Student transportation services","$639,656",81,3,"$7,897"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Food services","$0",404,2,"$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Enterprise operations","$0",404,2,"$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Minor school construction","N/A","N/A","N/A","N/A"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Total","$19,606,324",404,1,"$48,531"
"Eastford School District","=""0390011""","Instruction","$3,344,479",209,1,"$16,002"
"Eastford School District","=""0390011""","Support services - students","$266,593",151,2,"$1,766"
"Eastford School District","=""0390011""","Support services - instruction","$109,504",151,2,"$725"
"Eastford School District","=""0390011""","Support services - general administration","$193,580",151,2,"$1,282"
"Eastford School District","=""0390011""","Support services - school based administration","$199,538",151,2,"$1,321"
"Eastford School District","=""0390011""","Central and other support services","$13,212",151,2,"$87"
"Eastford School District","=""0390011""","Operation and maintenance of plant","$304,400",151,2,"$2,016"
"Eastford School District","=""0390011""","Student transportation services","$233,879",211,3,"$1,108"
"Eastford School District","=""0390011""","Food services","$0",151,2,"$0"
"Eastford School District","=""0390011""","Enterprise operations","$0",151,2,"$0"
"Eastford School District","=""0390011""","Minor school construction","N/A","N/A","N/A","N/A"
"Eastford School District","=""0390011""","Total","$4,665,186",209,1,"$22,321"
"Easton School District","=""0460011""","Instruction","$11,831,512",905,1,"$13,073"
"Easton School District","=""0460011""","Support services - students","$828,360",902,2,"$918"
"Easton School District","=""0460011""","Support services - instruction","$748,968",902,2,"$830"
"Easton School District","=""0460011""","Support services - general administration","$350,704",902,2,"$389"
"Easton School District","=""0460011""","Support services - school based administration","$1,536,318",902,2,"$1,703"
"Easton School District","=""0460011""","Central and other support services","$414,151",902,2,"$459"
"Easton School District","=""0460011""","Operation and maintenance of plant","$1,755,865",902,2,"$1,947"
"Easton School District","=""0460011""","Student transportation services","$1,172,054",902,3,"$1,299"
"Easton School District","=""0460011""","Food services","$0",902,2,"$0"
"Easton School District","=""0460011""","Enterprise operations","$338",902,2,"$0"
"Easton School District","=""0460011""","Minor school construction","N/A","N/A","N/A","N/A"
"Easton School District","=""0460011""","Total","$18,638,270",905,1,"$20,595"
"EdAdvance","=""2420014""","Instruction","$5,743,325",277,1,"$20,734"
"EdAdvance","=""2420014""","Support services - students","$2,065,655",277,2,"$7,457"
"EdAdvance","=""2420014""","Support services - instruction","$1,565,149",277,2,"$5,650"
"EdAdvance","=""2420014""","Support services - general administration","$3,273,346",277,2,"$11,817"
"EdAdvance","=""2420014""","Support services - school based administration","$656,989",277,2,"$2,372"
"EdAdvance","=""2420014""","Central and other support services","$266,304",277,2,"$961"
"EdAdvance","=""2420014""","Operation and maintenance of plant","$1,179,967",277,2,"$4,260"
"EdAdvance","=""2420014""","Student transportation services","$1,823",1,3,"$1,823"
"EdAdvance","=""2420014""","Food services","$0",277,2,"$0"
"EdAdvance","=""2420014""","Enterprise operations","$0",277,2,"$0"
"EdAdvance","=""2420014""","Minor school construction","N/A","N/A","N/A","N/A"
"EdAdvance","=""2420014""","Total","$14,752,559",277,1,"$53,258"
"Ellington School District","=""0480011""","Instruction","$29,677,856",2684,1,"$11,057"
"Ellington School District","=""0480011""","Support services - students","$4,927,408",2585,2,"$1,906"
"Ellington School District","=""0480011""","Support services - instruction","$1,049,779",2585,2,"$406"
"Ellington School District","=""0480011""","Support services - general administration","$988,571",2585,2,"$382"
"Ellington School District","=""0480011""","Support services - school based administration","$2,492,396",2585,2,"$964"
"Ellington School District","=""0480011""","Central and other support services","$1,538,426",2585,2,"$595"
"Ellington School District","=""0480011""","Operation and maintenance of plant","$4,007,630",2585,2,"$1,550"
"Ellington School District","=""0480011""","Student transportation services","$2,671,583",2631,3,"$1,015"
"Ellington School District","=""0480011""","Food services","$0",2585,2,"$0"
"Ellington School District","=""0480011""","Enterprise operations","$510,641",2585,2,"$198"
"Ellington School District","=""0480011""","Minor school construction","N/A","N/A","N/A","N/A"
"Ellington School District","=""0480011""","Total","$47,864,289",2684,1,"$17,833"
"Elm City College Preparatory School District","=""2890013""","Instruction","$6,170,151",783,1,"$7,880"
"Elm City College Preparatory School District","=""2890013""","Support services - students","$1,579,741",783,2,"$2,018"
"Elm City College Preparatory School District","=""2890013""","Support services - instruction","$821,936",783,2,"$1,050"
"Elm City College Preparatory School District","=""2890013""","Support services - general administration","$0",783,2,"$0"
"Elm City College Preparatory School District","=""2890013""","Support services - school based administration","$2,037,772",783,2,"$2,603"
"Elm City College Preparatory School District","=""2890013""","Central and other support services","$953,209",783,2,"$1,217"
"Elm City College Preparatory School District","=""2890013""","Operation and maintenance of plant","$565,003",783,2,"$722"
"Elm City College Preparatory School District","=""2890013""","Student transportation services","$190,522",298,3,"$639"
"Elm City College Preparatory School District","=""2890013""","Food services","$0",783,2,"$0"
"Elm City College Preparatory School District","=""2890013""","Enterprise operations","$0",783,2,"$0"
"Elm City College Preparatory School District","=""2890013""","Minor school construction","N/A","N/A","N/A","N/A"
"Elm City College Preparatory School District","=""2890013""","Total","$12,318,334",783,1,"$15,732"
"Elm City Montessori School District","=""2910013""","Instruction","$3,166,267",298,1,"$10,625"
"Elm City Montessori School District","=""2910013""","Support services - students","$399,797",298,2,"$1,342"
"Elm City Montessori School District","=""2910013""","Support services - instruction","$159,655",298,2,"$536"
"Elm City Montessori School District","=""2910013""","Support services - general administration","$137,559",298,2,"$462"
"Elm City Montessori School District","=""2910013""","Support services - school based administration","$558,516",298,2,"$1,874"
"Elm City Montessori School District","=""2910013""","Central and other support services","$113,149",298,2,"$380"
"Elm City Montessori School District","=""2910013""","Operation and maintenance of plant","$578,376",298,2,"$1,941"
"Elm City Montessori School District","=""2910013""","Student transportation services","$148,853",217,3,"$686"
"Elm City Montessori School District","=""2910013""","Food services","$0",298,2,"$0"
"Elm City Montessori School District","=""2910013""","Enterprise operations","$0",298,2,"$0"
"Elm City Montessori School District","=""2910013""","Minor school construction","N/A","N/A","N/A","N/A"
"Elm City Montessori School District","=""2910013""","Total","$5,262,172",298,1,"$17,658"
"Enfield School District","=""0490011""","Instruction","$64,546,706",5133,1,"$12,575"
"Enfield School District","=""0490011""","Support services - students","$4,807,347",4896,2,"$982"
"Enfield School District","=""0490011""","Support services - instruction","$2,340,510",4896,2,"$478"
"Enfield School District","=""0490011""","Support services - general administration","$2,332,445",4896,2,"$476"
"Enfield School District","=""0490011""","Support services - school based administration","$4,989,330",4896,2,"$1,019"
"Enfield School District","=""0490011""","Central and other support services","$2,872,122",4896,2,"$587"
"Enfield School District","=""0490011""","Operation and maintenance of plant","$7,348,876",4896,2,"$1,501"
"Enfield School District","=""0490011""","Student transportation services","$5,486,690",2167,3,"$2,532"
"Enfield School District","=""0490011""","Food services","$60,788",4896,2,"$12"
"Enfield School District","=""0490011""","Enterprise operations","$878,501",4896,2,"$179"
"Enfield School District","=""0490011""","Minor school construction","N/A","N/A","N/A","N/A"
"Enfield School District","=""0490011""","Total","$95,663,314",5133,1,"$18,637"
"Essex School District","=""0500011""","Instruction","$5,597,168",305,1,"$18,351"
"Essex School District","=""0500011""","Support services - students","$490,092",300,2,"$1,634"
"Essex School District","=""0500011""","Support services - instruction","$119,015",300,2,"$397"
"Essex School District","=""0500011""","Support services - general administration","$350,685",300,2,"$1,169"
"Essex School District","=""0500011""","Support services - school based administration","$650,967",300,2,"$2,170"
"Essex School District","=""0500011""","Central and other support services","$86,880",300,2,"$290"
"Essex School District","=""0500011""","Operation and maintenance of plant","$760,383",300,2,"$2,535"
"Essex School District","=""0500011""","Student transportation services","$255,380",297,3,"$860"
"Essex School District","=""0500011""","Food services","$122,728",300,2,"$409"
"Essex School District","=""0500011""","Enterprise operations","$0",300,2,"$0"
"Essex School District","=""0500011""","Minor school construction","N/A","N/A","N/A","N/A"
"Essex School District","=""0500011""","Total","$8,433,297",305,1,"$27,650"
"Explorations District","=""2720013""","Instruction","$784,611",93,1,"$8,437"
"Explorations District","=""2720013""","Support services - students","$209,448",93,2,"$2,252"
"Explorations District","=""2720013""","Support services - instruction","$20,296",93,2,"$218"
"Explorations District","=""2720013""","Support services - general administration","$50,205",93,2,"$540"
"Explorations District","=""2720013""","Support services - school based administration","$425,076",93,2,"$4,571"
"Explorations District","=""2720013""","Central and other support services","$0",93,2,"$0"
"Explorations District","=""2720013""","Operation and maintenance of plant","$252,829",93,2,"$2,719"
"Explorations District","=""2720013""","Student transportation services","$38,100",35,3,"$1,089"
"Explorations District","=""2720013""","Food services","$0",93,2,"$0"
"Explorations District","=""2720013""","Enterprise operations","$0",93,2,"$0"
"Explorations District","=""2720013""","Minor school construction","N/A","N/A","N/A","N/A"
"Explorations District","=""2720013""","Total","$1,780,565",93,1,"$19,146"
"Fairfield School District","=""0510011""","Instruction","$131,387,799",9439,1,"$13,920"
"Fairfield School District","=""0510011""","Support services - students","$16,148,759",9307,2,"$1,735"
"Fairfield School District","=""0510011""","Support services - instruction","$12,964,228",9307,2,"$1,393"
"Fairfield School District","=""0510011""","Support services - general administration","$881,503",9307,2,"$95"
"Fairfield School District","=""0510011""","Support services - school based administration","$13,575,077",9307,2,"$1,459"
"Fairfield School District","=""0510011""","Central and other support services","$8,314,962",9307,2,"$893"
"Fairfield School District","=""0510011""","Operation and maintenance of plant","$21,886,655",9307,2,"$2,352"
"Fairfield School District","=""0510011""","Student transportation services","$10,022,846",6894,3,"$1,454"
"Fairfield School District","=""0510011""","Food services","$0",9307,2,"$0"
"Fairfield School District","=""0510011""","Enterprise operations","$2,696,651",9307,2,"$290"
"Fairfield School District","=""0510011""","Minor school construction","N/A","N/A","N/A","N/A"
"Fairfield School District","=""0510011""","Total","$217,878,480",9439,1,"$23,083"
"Farmington School District","=""0520011""","Instruction","$51,044,541",4231,1,"$12,064"
"Farmington School District","=""0520011""","Support services - students","$8,091,251",4136,2,"$1,956"
"Farmington School District","=""0520011""","Support services - instruction","$4,127,463",4136,2,"$998"
"Farmington School District","=""0520011""","Support services - general administration","$1,318,220",4136,2,"$319"
"Farmington School District","=""0520011""","Support services - school based administration","$5,065,763",4136,2,"$1,225"
"Farmington School District","=""0520011""","Central and other support services","$2,061,641",4136,2,"$498"
"Farmington School District","=""0520011""","Operation and maintenance of plant","$9,199,983",4136,2,"$2,224"
"Farmington School District","=""0520011""","Student transportation services","$4,380,263",4006,3,"$1,093"
"Farmington School District","=""0520011""","Food services","$0",4136,2,"$0"
"Farmington School District","=""0520011""","Enterprise operations","$0",4136,2,"$0"
"Farmington School District","=""0520011""","Minor school construction","N/A","N/A","N/A","N/A"
"Farmington School District","=""0520011""","Total","$85,289,125",4231,1,"$20,158"
"Franklin School District","=""0530011""","Instruction","$3,401,905",245,1,"$13,885"
"Franklin School District","=""0530011""","Support services - students","$196,172",186,2,"$1,055"
"Franklin School District","=""0530011""","Support services - instruction","$58,720",186,2,"$316"
"Franklin School District","=""0530011""","Support services - general administration","$234,733",186,2,"$1,262"
"Franklin School District","=""0530011""","Support services - school based administration","$136,197",186,2,"$732"
"Franklin School District","=""0530011""","Central and other support services","$61,603",186,2,"$331"
"Franklin School District","=""0530011""","Operation and maintenance of plant","$481,033",186,2,"$2,586"
"Franklin School District","=""0530011""","Student transportation services","$399,857",316,3,"$1,265"
"Franklin School District","=""0530011""","Food services","$0",186,2,"$0"
"Franklin School District","=""0530011""","Enterprise operations","$0",186,2,"$0"
"Franklin School District","=""0530011""","Minor school construction","N/A","N/A","N/A","N/A"
"Franklin School District","=""0530011""","Total","$4,970,220",245,1,"$20,287"
"Glastonbury School District","=""0540011""","Instruction","$77,547,627",5858,1,"$13,238"
"Glastonbury School District","=""0540011""","Support services - students","$7,349,537",5646,2,"$1,302"
"Glastonbury School District","=""0540011""","Support services - instruction","$6,147,052",5646,2,"$1,089"
"Glastonbury School District","=""0540011""","Support services - general administration","$1,457,450",5646,2,"$258"
"Glastonbury School District","=""0540011""","Support services - school based administration","$5,119,889",5646,2,"$907"
"Glastonbury School District","=""0540011""","Central and other support services","$4,109,544",5646,2,"$728"
"Glastonbury School District","=""0540011""","Operation and maintenance of plant","$11,581,202",5646,2,"$2,051"
"Glastonbury School District","=""0540011""","Student transportation services","$6,138,685",5240,3,"$1,172"
"Glastonbury School District","=""0540011""","Food services","$0",5646,2,"$0"
"Glastonbury School District","=""0540011""","Enterprise operations","$2,290,519",5646,2,"$406"
"Glastonbury School District","=""0540011""","Minor school construction","N/A","N/A","N/A","N/A"
"Glastonbury School District","=""0540011""","Total","$121,741,505",5858,1,"$20,782"
"Goodwin University Educational Services (GUES)","=""2310018""","Instruction","$12,455,353",1152,1,"$10,812"
"Goodwin University Educational Services (GUES)","=""2310018""","Support services - students","$0",1152,2,"$0"
"Goodwin University Educational Services (GUES)","=""2310018""","Support services - instruction","$554,207",1152,2,"$481"
"Goodwin University Educational Services (GUES)","=""2310018""","Support services - general administration","$697,399",1152,2,"$605"
"Goodwin University Educational Services (GUES)","=""2310018""","Support services - school based administration","$2,443,388",1152,2,"$2,121"
"Goodwin University Educational Services (GUES)","=""2310018""","Central and other support services","$2,162,683",1152,2,"$1,877"
"Goodwin University Educational Services (GUES)","=""2310018""","Operation and maintenance of plant","$1,905,088",1152,2,"$1,654"
"Goodwin University Educational Services (GUES)","=""2310018""","Student transportation services","$34,262",5,3,"$6,852"
"Goodwin University Educational Services (GUES)","=""2310018""","Food services","$0",1152,2,"$0"
"Goodwin University Educational Services (GUES)","=""2310018""","Enterprise operations","$0",1152,2,"$0"
"Goodwin University Educational Services (GUES)","=""2310018""","Minor school construction","N/A","N/A","N/A","N/A"
"Goodwin University Educational Services (GUES)","=""2310018""","Total","$20,252,380",1152,1,"$17,580"
"Granby School District","=""0560011""","Instruction","$21,936,203",1801,1,"$12,180"
"Granby School District","=""0560011""","Support services - students","$3,105,723",1725,2,"$1,800"
"Granby School District","=""0560011""","Support services - instruction","$1,294,586",1725,2,"$750"
"Granby School District","=""0560011""","Support services - general administration","$846,327",1725,2,"$491"
"Granby School District","=""0560011""","Support services - school based administration","$2,383,654",1725,2,"$1,382"
"Granby School District","=""0560011""","Central and other support services","$680,796",1725,2,"$395"
"Granby School District","=""0560011""","Operation and maintenance of plant","$3,282,415",1725,2,"$1,903"
"Granby School District","=""0560011""","Student transportation services","$2,319,397",1626,3,"$1,426"
"Granby School District","=""0560011""","Food services","$144",1725,2,"$0"
"Granby School District","=""0560011""","Enterprise operations","$839,997",1725,2,"$487"
"Granby School District","=""0560011""","Minor school construction","N/A","N/A","N/A","N/A"
"Granby School District","=""0560011""","Total","$36,689,242",1801,1,"$20,372"
"Great Oaks Charter School District","=""2940013""","Instruction","$3,746,898",664,1,"$5,643"
"Great Oaks Charter School District","=""2940013""","Support services - students","$491,907",664,2,"$741"
"Great Oaks Charter School District","=""2940013""","Support services - instruction","$289,334",664,2,"$436"
"Great Oaks Charter School District","=""2940013""","Support services - general administration","$25,037",664,2,"$38"
"Great Oaks Charter School District","=""2940013""","Support services - school based administration","$2,608,139",664,2,"$3,928"
"Great Oaks Charter School District","=""2940013""","Central and other support services","$1,630,298",664,2,"$2,455"
"Great Oaks Charter School District","=""2940013""","Operation and maintenance of plant","$2,527,383",664,2,"$3,806"
"Great Oaks Charter School District","=""2940013""","Student transportation services","$389,844",314,3,"$1,242"
"Great Oaks Charter School District","=""2940013""","Food services","$0",664,2,"$0"
"Great Oaks Charter School District","=""2940013""","Enterprise operations","$0",664,2,"$0"
"Great Oaks Charter School District","=""2940013""","Minor school construction","N/A","N/A","N/A","N/A"
"Great Oaks Charter School District","=""2940013""","Total","$11,708,840",664,1,"$17,634"
"Greenwich School District","=""0570011""","Instruction","$155,022,889",8575,1,"$18,078"
"Greenwich School District","=""0570011""","Support services - students","$17,884,620",8521,2,"$2,099"
"Greenwich School District","=""0570011""","Support services - instruction","$13,599,093",8521,2,"$1,596"
"Greenwich School District","=""0570011""","Support services - general administration","$4,528,802",8521,2,"$531"
"Greenwich School District","=""0570011""","Support services - school based administration","$10,027,941",8521,2,"$1,177"
"Greenwich School District","=""0570011""","Central and other support services","$8,357,901",8521,2,"$981"
"Greenwich School District","=""0570011""","Operation and maintenance of plant","$15,287,051",8521,2,"$1,794"
"Greenwich School District","=""0570011""","Student transportation services","$7,618,045",3941,3,"$1,933"
"Greenwich School District","=""0570011""","Food services","$0",8521,2,"$0"
"Greenwich School District","=""0570011""","Enterprise operations","$0",8521,2,"$0"
"Greenwich School District","=""0570011""","Minor school construction","N/A","N/A","N/A","N/A"
"Greenwich School District","=""0570011""","Total","$232,326,341",8575,1,"$27,093"
"Griswold School District","=""0580011""","Instruction","$18,246,077",1779,1,"$10,256"
"Griswold School District","=""0580011""","Support services - students","$1,926,470",1715,2,"$1,123"
"Griswold School District","=""0580011""","Support services - instruction","$416,516",1715,2,"$243"
"Griswold School District","=""0580011""","Support services - general administration","$561,648",1715,2,"$327"
"Griswold School District","=""0580011""","Support services - school based administration","$1,599,961",1715,2,"$933"
"Griswold School District","=""0580011""","Central and other support services","$3,182,356",1715,2,"$1,856"
"Griswold School District","=""0580011""","Operation and maintenance of plant","$3,413,757",1715,2,"$1,991"
"Griswold School District","=""0580011""","Student transportation services","$2,316,059",1831,3,"$1,265"
"Griswold School District","=""0580011""","Food services","$0",1715,2,"$0"
"Griswold School District","=""0580011""","Enterprise operations","$0",1715,2,"$0"
"Griswold School District","=""0580011""","Minor school construction","N/A","N/A","N/A","N/A"
"Griswold School District","=""0580011""","Total","$31,662,846",1779,1,"$17,798"
"Groton School District","=""0590011""","Instruction","$47,206,274",4449,1,"$10,611"
"Groton School District","=""0590011""","Support services - students","$15,496,615",4081,2,"$3,797"
"Groton School District","=""0590011""","Support services - instruction","$1,930,294",4081,2,"$473"
"Groton School District","=""0590011""","Support services - general administration","$2,744,234",4081,2,"$672"
"Groton School District","=""0590011""","Support services - school based administration","$4,635,875",4081,2,"$1,136"
"Groton School District","=""0590011""","Central and other support services","$1,791,600",4081,2,"$439"
"Groton School District","=""0590011""","Operation and maintenance of plant","$7,136,743",4081,2,"$1,749"
"Groton School District","=""0590011""","Student transportation services","$6,732,457",4043,3,"$1,665"
"Groton School District","=""0590011""","Food services","$0",4081,2,"$0"
"Groton School District","=""0590011""","Enterprise operations","$0",4081,2,"$0"
"Groton School District","=""0590011""","Minor school construction","N/A","N/A","N/A","N/A"
"Groton School District","=""0590011""","Total","$87,674,091",4449,1,"$19,706"
"Guilford School District","=""0600011""","Instruction","$41,368,896",3182,1,"$13,001"
"Guilford School District","=""0600011""","Support services - students","$4,599,361",3130,2,"$1,469"
"Guilford School District","=""0600011""","Support services - instruction","$2,171,219",3130,2,"$694"
"Guilford School District","=""0600011""","Support services - general administration","$1,969,113",3130,2,"$629"
"Guilford School District","=""0600011""","Support services - school based administration","$4,704,627",3130,2,"$1,503"
"Guilford School District","=""0600011""","Central and other support services","$494,573",3130,2,"$158"
"Guilford School District","=""0600011""","Operation and maintenance of plant","$7,603,227",3130,2,"$2,429"
"Guilford School District","=""0600011""","Student transportation services","$4,617,908",3217,3,"$1,435"
"Guilford School District","=""0600011""","Food services","$0",3130,2,"$0"
"Guilford School District","=""0600011""","Enterprise operations","$986,429",3130,2,"$315"
"Guilford School District","=""0600011""","Minor school construction","N/A","N/A","N/A","N/A"
"Guilford School District","=""0600011""","Total","$68,515,353",3182,1,"$21,532"
"Hamden School District","=""0620011""","Instruction","$102,027,025",6360,1,"$16,042"
"Hamden School District","=""0620011""","Support services - students","$10,034,448",5384,2,"$1,864"
"Hamden School District","=""0620011""","Support services - instruction","$1,695,729",5384,2,"$315"
"Hamden School District","=""0620011""","Support services - general administration","$2,433,507",5384,2,"$452"
"Hamden School District","=""0620011""","Support services - school based administration","$5,686,285",5384,2,"$1,056"
"Hamden School District","=""0620011""","Central and other support services","$2,887,022",5384,2,"$536"
"Hamden School District","=""0620011""","Operation and maintenance of plant","$9,228,975",5384,2,"$1,714"
"Hamden School District","=""0620011""","Student transportation services","$7,916,250",5322,3,"$1,487"
"Hamden School District","=""0620011""","Food services","$0",5384,2,"$0"
"Hamden School District","=""0620011""","Enterprise operations","$5,992,850",5384,2,"$1,113"
"Hamden School District","=""0620011""","Minor school construction","N/A","N/A","N/A","N/A"
"Hamden School District","=""0620011""","Total","$147,902,092",6360,1,"$23,255"
"Hampton School District","=""0630011""","Instruction","$1,321,133",75,1,"$17,615"
"Hampton School District","=""0630011""","Support services - students","$163,418",66,2,"$2,476"
"Hampton School District","=""0630011""","Support services - instruction","$2,474",66,2,"$37"
"Hampton School District","=""0630011""","Support services - general administration","$114,962",66,2,"$1,742"
"Hampton School District","=""0630011""","Support services - school based administration","$181,481",66,2,"$2,750"
"Hampton School District","=""0630011""","Central and other support services","$72,147",66,2,"$1,093"
"Hampton School District","=""0630011""","Operation and maintenance of plant","$249,002",66,2,"$3,773"
"Hampton School District","=""0630011""","Student transportation services","$152,665",110,3,"$1,388"
"Hampton School District","=""0630011""","Food services","$42,538",66,2,"$645"
"Hampton School District","=""0630011""","Enterprise operations","$0",66,2,"$0"
"Hampton School District","=""0630011""","Minor school construction","N/A","N/A","N/A","N/A"
"Hampton School District","=""0630011""","Total","$2,299,818",75,1,"$30,664"
"Hartford School District","=""0640011""","Instruction","$279,098,290",21590,1,"$12,927"
"Hartford School District","=""0640011""","Support services - students","$44,669,476",16366,2,"$2,729"
"Hartford School District","=""0640011""","Support services - instruction","$16,524,917",16366,2,"$1,010"
"Hartford School District","=""0640011""","Support services - general administration","$14,760,523",16366,2,"$902"
"Hartford School District","=""0640011""","Support services - school based administration","$24,974,142",16366,2,"$1,526"
"Hartford School District","=""0640011""","Central and other support services","$21,791,038",16366,2,"$1,331"
"Hartford School District","=""0640011""","Operation and maintenance of plant","$46,879,385",16366,2,"$2,864"
"Hartford School District","=""0640011""","Student transportation services","$29,894,792",7895,3,"$3,787"
"Hartford School District","=""0640011""","Food services","$0",16366,2,"$0"
"Hartford School District","=""0640011""","Enterprise operations","$0",16366,2,"$0"
"Hartford School District","=""0640011""","Minor school construction","N/A","N/A","N/A","N/A"
"Hartford School District","=""0640011""","Total","$478,592,563",21590,1,"$22,167"
"Hartland School District","=""0650011""","Instruction","$3,507,387",199,1,"$17,625"
"Hartland School District","=""0650011""","Support services - students","$732,348",116,2,"$6,313"
"Hartland School District","=""0650011""","Support services - instruction","$155,588",116,2,"$1,341"
"Hartland School District","=""0650011""","Support services - general administration","$153,849",116,2,"$1,326"
"Hartland School District","=""0650011""","Support services - school based administration","$265,659",116,2,"$2,290"
"Hartland School District","=""0650011""","Central and other support services","$105,890",116,2,"$913"
"Hartland School District","=""0650011""","Operation and maintenance of plant","$442,382",116,2,"$3,814"
"Hartland School District","=""0650011""","Student transportation services","$340,755",190,3,"$1,793"
"Hartland School District","=""0650011""","Food services","$0",116,2,"$0"
"Hartland School District","=""0650011""","Enterprise operations","$143,023",116,2,"$1,233"
"Hartland School District","=""0650011""","Minor school construction","N/A","N/A","N/A","N/A"
"Hartland School District","=""0650011""","Total","$5,846,881",199,1,"$29,381"
"Hebron School District","=""0670011""","Instruction","$8,098,838",706,1,"$11,471"
"Hebron School District","=""0670011""","Support services - students","$929,088",696,2,"$1,335"
"Hebron School District","=""0670011""","Support services - instruction","$964,224",696,2,"$1,385"
"Hebron School District","=""0670011""","Support services - general administration","$379,210",696,2,"$545"
