"Per Pupil Expenditures by Function (District), 2020-21"
"All Districts"
"Notes:"
"Expenditures exclude food services not funded by local funds, debt, capital (other than equipment), adult education, community services, and state contributions to Teachers' Retirement."
"All amounts include regular and special education."
"This report is based upon data reported by school districts; questions concerning report data should be addressed to the school district."

"Pupil Basis: 1 = Enrollment plus outplaced pupils, 2 = Enrollment in district schools, 3 = Total pupils transported"

"District","District Code","Function","Expenditures","Pupils","Pupil Basis","PPE"
"Achievement First Bridgeport Academy District","=""2850013""","Instruction","$8,340,179",1127,1,"$7,400"
"Achievement First Bridgeport Academy District","=""2850013""","Support services - students","$1,412,618",1127,2,"$1,253"
"Achievement First Bridgeport Academy District","=""2850013""","Support services - instruction","$187,824",1127,2,"$167"
"Achievement First Bridgeport Academy District","=""2850013""","Support services - general administration","$0",1127,2,"$0"
"Achievement First Bridgeport Academy District","=""2850013""","Support services - school based administration","$2,428,739",1127,2,"$2,155"
"Achievement First Bridgeport Academy District","=""2850013""","Central and other support services","$1,311,039",1127,2,"$1,163"
"Achievement First Bridgeport Academy District","=""2850013""","Operation and maintenance of plant","$783,467",1127,2,"$695"
"Achievement First Bridgeport Academy District","=""2850013""","Student transportation services","$163,705",69,3,"$2,373"
"Achievement First Bridgeport Academy District","=""2850013""","Food services","$0",1127,2,"$0"
"Achievement First Bridgeport Academy District","=""2850013""","Enterprise operations","$0",1127,2,"$0"
"Achievement First Bridgeport Academy District","=""2850013""","Minor school construction","N/A","N/A","N/A","N/A"
"Achievement First Bridgeport Academy District","=""2850013""","Total","$14,627,570",1127,1,"$12,979"
"Achievement First Hartford Academy District","=""2880013""","Instruction","$10,038,109",1164,1,"$8,624"
"Achievement First Hartford Academy District","=""2880013""","Support services - students","$1,415,385",1164,2,"$1,216"
"Achievement First Hartford Academy District","=""2880013""","Support services - instruction","$197,049",1164,2,"$169"
"Achievement First Hartford Academy District","=""2880013""","Support services - general administration","$0",1164,2,"$0"
"Achievement First Hartford Academy District","=""2880013""","Support services - school based administration","$2,415,244",1164,2,"$2,075"
"Achievement First Hartford Academy District","=""2880013""","Central and other support services","$1,560,689",1164,2,"$1,341"
"Achievement First Hartford Academy District","=""2880013""","Operation and maintenance of plant","$45,868",1164,2,"$39"
"Achievement First Hartford Academy District","=""2880013""","Student transportation services","$821",19,3,"$43"
"Achievement First Hartford Academy District","=""2880013""","Food services","$0",1164,2,"$0"
"Achievement First Hartford Academy District","=""2880013""","Enterprise operations","$0",1164,2,"$0"
"Achievement First Hartford Academy District","=""2880013""","Minor school construction","N/A","N/A","N/A","N/A"
"Achievement First Hartford Academy District","=""2880013""","Total","$15,673,166",1164,1,"$13,465"
"Amistad Academy District","=""2790013""","Instruction","$8,590,378",1134,1,"$7,575"
"Amistad Academy District","=""2790013""","Support services - students","$1,567,281",1134,2,"$1,382"
"Amistad Academy District","=""2790013""","Support services - instruction","$276,518",1134,2,"$244"
"Amistad Academy District","=""2790013""","Support services - general administration","$0",1134,2,"$0"
"Amistad Academy District","=""2790013""","Support services - school based administration","$2,427,660",1134,2,"$2,141"
"Amistad Academy District","=""2790013""","Central and other support services","$1,421,967",1134,2,"$1,254"
"Amistad Academy District","=""2790013""","Operation and maintenance of plant","$766,672",1134,2,"$676"
"Amistad Academy District","=""2790013""","Student transportation services","$161,341",79,3,"$2,042"
"Amistad Academy District","=""2790013""","Food services","$0",1134,2,"$0"
"Amistad Academy District","=""2790013""","Enterprise operations","$0",1134,2,"$0"
"Amistad Academy District","=""2790013""","Minor school construction","N/A","N/A","N/A","N/A"
"Amistad Academy District","=""2790013""","Total","$15,211,817",1134,1,"$13,414"
"Andover School District","=""0010011""","Instruction","$2,738,565",179,1,"$15,299"
"Andover School District","=""0010011""","Support services - students","$156,515",173,2,"$905"
"Andover School District","=""0010011""","Support services - instruction","$224,074",173,2,"$1,295"
"Andover School District","=""0010011""","Support services - general administration","$145,078",173,2,"$839"
"Andover School District","=""0010011""","Support services - school based administration","$219,824",173,2,"$1,271"
"Andover School District","=""0010011""","Central and other support services","$204,416",173,2,"$1,182"
"Andover School District","=""0010011""","Operation and maintenance of plant","$517,320",173,2,"$2,990"
"Andover School District","=""0010011""","Student transportation services","$104,027",145,3,"$717"
"Andover School District","=""0010011""","Food services","$0",173,2,"$0"
"Andover School District","=""0010011""","Enterprise operations","$25,487",173,2,"$147"
"Andover School District","=""0010011""","Minor school construction","N/A","N/A","N/A","N/A"
"Andover School District","=""0010011""","Total","$4,335,305",179,1,"$24,220"
"Ansonia School District","=""0020011""","Instruction","$29,693,706",2430,1,"$12,220"
"Ansonia School District","=""0020011""","Support services - students","$1,665,876",2217,2,"$751"
"Ansonia School District","=""0020011""","Support services - instruction","$447,081",2217,2,"$202"
"Ansonia School District","=""0020011""","Support services - general administration","$371,484",2217,2,"$168"
"Ansonia School District","=""0020011""","Support services - school based administration","$2,009,799",2217,2,"$907"
"Ansonia School District","=""0020011""","Central and other support services","$1,711,168",2217,2,"$772"
"Ansonia School District","=""0020011""","Operation and maintenance of plant","$4,921,418",2217,2,"$2,220"
"Ansonia School District","=""0020011""","Student transportation services","$2,011,403",2337,3,"$861"
"Ansonia School District","=""0020011""","Food services","$0",2217,2,"$0"
"Ansonia School District","=""0020011""","Enterprise operations","$293,587",2217,2,"$132"
"Ansonia School District","=""0020011""","Minor school construction","N/A","N/A","N/A","N/A"
"Ansonia School District","=""0020011""","Total","$43,125,523",2430,1,"$17,747"
"Area Cooperative Educational Services","=""2440014""","Instruction","$41,145,905",2131,1,"$19,308"
"Area Cooperative Educational Services","=""2440014""","Support services - students","$16,217,419",2131,2,"$7,610"
"Area Cooperative Educational Services","=""2440014""","Support services - instruction","$2,510,329",2131,2,"$1,178"
"Area Cooperative Educational Services","=""2440014""","Support services - general administration","$4,221,451",2131,2,"$1,981"
"Area Cooperative Educational Services","=""2440014""","Support services - school based administration","$4,256,259",2131,2,"$1,997"
"Area Cooperative Educational Services","=""2440014""","Central and other support services","$5,350,263",2131,2,"$2,511"
"Area Cooperative Educational Services","=""2440014""","Operation and maintenance of plant","$6,933,327",2131,2,"$3,254"
"Area Cooperative Educational Services","=""2440014""","Student transportation services","$3,812,853",1964,3,"$1,941"
"Area Cooperative Educational Services","=""2440014""","Food services","$0",2131,2,"$0"
"Area Cooperative Educational Services","=""2440014""","Enterprise operations","$0",2131,2,"$0"
"Area Cooperative Educational Services","=""2440014""","Minor school construction","N/A","N/A","N/A","N/A"
"Area Cooperative Educational Services","=""2440014""","Total","$84,447,804",2131,1,"$39,628"
"Ashford School District","=""0030011""","Instruction","$4,845,603",376,1,"$12,887"
"Ashford School District","=""0030011""","Support services - students","$505,578",370,2,"$1,366"
"Ashford School District","=""0030011""","Support services - instruction","$298,444",370,2,"$807"
"Ashford School District","=""0030011""","Support services - general administration","$478,289",370,2,"$1,293"
"Ashford School District","=""0030011""","Support services - school based administration","$402,691",370,2,"$1,088"
"Ashford School District","=""0030011""","Central and other support services","$603,167",370,2,"$1,630"
"Ashford School District","=""0030011""","Operation and maintenance of plant","$665,526",370,2,"$1,799"
"Ashford School District","=""0030011""","Student transportation services","$445,479",370,3,"$1,204"
"Ashford School District","=""0030011""","Food services","$24,350",370,2,"$66"
"Ashford School District","=""0030011""","Enterprise operations","$0",370,2,"$0"
"Ashford School District","=""0030011""","Minor school construction","N/A","N/A","N/A","N/A"
"Ashford School District","=""0030011""","Total","$8,269,125",376,1,"$21,992"
"Avon School District","=""0040011""","Instruction","$40,091,781",3207,1,"$12,501"
"Avon School District","=""0040011""","Support services - students","$4,098,193",3107,2,"$1,319"
"Avon School District","=""0040011""","Support services - instruction","$949,379",3107,2,"$306"
"Avon School District","=""0040011""","Support services - general administration","$1,308,879",3107,2,"$421"
"Avon School District","=""0040011""","Support services - school based administration","$3,213,016",3107,2,"$1,034"
"Avon School District","=""0040011""","Central and other support services","$3,373,443",3107,2,"$1,086"
"Avon School District","=""0040011""","Operation and maintenance of plant","$5,309,138",3107,2,"$1,709"
"Avon School District","=""0040011""","Student transportation services","$2,671,182",3004,3,"$889"
"Avon School District","=""0040011""","Food services","$148,156",3107,2,"$48"
"Avon School District","=""0040011""","Enterprise operations","$1,143,338",3107,2,"$368"
"Avon School District","=""0040011""","Minor school construction","N/A","N/A","N/A","N/A"
"Avon School District","=""0040011""","Total","$62,306,506",3207,1,"$19,428"
"Barkhamsted School District","=""0050011""","Instruction","$2,652,956",206,1,"$12,878"
"Barkhamsted School District","=""0050011""","Support services - students","$153,409",202,2,"$759"
"Barkhamsted School District","=""0050011""","Support services - instruction","$274,371",202,2,"$1,358"
"Barkhamsted School District","=""0050011""","Support services - general administration","$217,892",202,2,"$1,079"
"Barkhamsted School District","=""0050011""","Support services - school based administration","$265,015",202,2,"$1,312"
"Barkhamsted School District","=""0050011""","Central and other support services","$107,623",202,2,"$533"
"Barkhamsted School District","=""0050011""","Operation and maintenance of plant","$412,734",202,2,"$2,043"
"Barkhamsted School District","=""0050011""","Student transportation services","$297,914",184,3,"$1,619"
"Barkhamsted School District","=""0050011""","Food services","$0",202,2,"$0"
"Barkhamsted School District","=""0050011""","Enterprise operations","$0",202,2,"$0"
"Barkhamsted School District","=""0050011""","Minor school construction","N/A","N/A","N/A","N/A"
"Barkhamsted School District","=""0050011""","Total","$4,381,913",206,1,"$21,271"
"Berlin School District","=""0070011""","Instruction","$36,245,635",2805,1,"$12,922"
"Berlin School District","=""0070011""","Support services - students","$1,442,558",2692,2,"$536"
"Berlin School District","=""0070011""","Support services - instruction","$1,315,933",2692,2,"$489"
"Berlin School District","=""0070011""","Support services - general administration","$1,123,324",2692,2,"$417"
"Berlin School District","=""0070011""","Support services - school based administration","$2,435,588",2692,2,"$905"
"Berlin School District","=""0070011""","Central and other support services","$6,002,301",2692,2,"$2,230"
"Berlin School District","=""0070011""","Operation and maintenance of plant","$2,542,364",2692,2,"$944"
"Berlin School District","=""0070011""","Student transportation services","$2,465,721",2228,3,"$1,107"
"Berlin School District","=""0070011""","Food services","$5,079",2692,2,"$2"
"Berlin School District","=""0070011""","Enterprise operations","$896,763",2692,2,"$333"
"Berlin School District","=""0070011""","Minor school construction","N/A","N/A","N/A","N/A"
"Berlin School District","=""0070011""","Total","$54,475,266",2805,1,"$19,421"
"Bethany School District","=""0080011""","Instruction","$4,601,710",376,1,"$12,239"
"Bethany School District","=""0080011""","Support services - students","$341,290",369,2,"$925"
"Bethany School District","=""0080011""","Support services - instruction","$93,991",369,2,"$255"
"Bethany School District","=""0080011""","Support services - general administration","$783,867",369,2,"$2,124"
"Bethany School District","=""0080011""","Support services - school based administration","$307,311",369,2,"$833"
"Bethany School District","=""0080011""","Central and other support services","$0",369,2,"$0"
"Bethany School District","=""0080011""","Operation and maintenance of plant","$897,670",369,2,"$2,433"
"Bethany School District","=""0080011""","Student transportation services","$369,509",165,3,"$2,239"
"Bethany School District","=""0080011""","Food services","$0",369,2,"$0"
"Bethany School District","=""0080011""","Enterprise operations","$20,926",369,2,"$57"
"Bethany School District","=""0080011""","Minor school construction","N/A","N/A","N/A","N/A"
"Bethany School District","=""0080011""","Total","$7,416,274",376,1,"$19,724"
"Bethel School District","=""0090011""","Instruction","$32,399,361",3124,1,"$10,371"
"Bethel School District","=""0090011""","Support services - students","$3,788,467",3080,2,"$1,230"
"Bethel School District","=""0090011""","Support services - instruction","$4,865,057",3080,2,"$1,580"
"Bethel School District","=""0090011""","Support services - general administration","$574,533",3080,2,"$187"
"Bethel School District","=""0090011""","Support services - school based administration","$2,775,716",3080,2,"$901"
"Bethel School District","=""0090011""","Central and other support services","$2,435,562",3080,2,"$791"
"Bethel School District","=""0090011""","Operation and maintenance of plant","$4,651,417",3080,2,"$1,510"
"Bethel School District","=""0090011""","Student transportation services","$2,449,498",3159,3,"$775"
"Bethel School District","=""0090011""","Food services","$0",3080,2,"$0"
"Bethel School District","=""0090011""","Enterprise operations","$0",3080,2,"$0"
"Bethel School District","=""0090011""","Minor school construction","N/A","N/A","N/A","N/A"
"Bethel School District","=""0090011""","Total","$53,939,611",3124,1,"$17,266"
"Bloomfield School District","=""0110011""","Instruction","$35,678,900",2677,1,"$13,328"
"Bloomfield School District","=""0110011""","Support services - students","$3,760,317",2060,2,"$1,825"
"Bloomfield School District","=""0110011""","Support services - instruction","$1,140,051",2060,2,"$553"
"Bloomfield School District","=""0110011""","Support services - general administration","$2,207,514",2060,2,"$1,072"
"Bloomfield School District","=""0110011""","Support services - school based administration","$3,226,345",2060,2,"$1,566"
"Bloomfield School District","=""0110011""","Central and other support services","$2,299,764",2060,2,"$1,116"
"Bloomfield School District","=""0110011""","Operation and maintenance of plant","$6,294,891",2060,2,"$3,056"
"Bloomfield School District","=""0110011""","Student transportation services","$2,428,270",1802,3,"$1,348"
"Bloomfield School District","=""0110011""","Food services","$0",2060,2,"$0"
"Bloomfield School District","=""0110011""","Enterprise operations","$507,639",2060,2,"$246"
"Bloomfield School District","=""0110011""","Minor school construction","N/A","N/A","N/A","N/A"
"Bloomfield School District","=""0110011""","Total","$57,543,688",2677,1,"$21,496"
"Bolton School District","=""0120011""","Instruction","$8,543,272",779,1,"$10,967"
"Bolton School District","=""0120011""","Support services - students","$1,003,745",749,2,"$1,340"
"Bolton School District","=""0120011""","Support services - instruction","$577,572",749,2,"$771"
"Bolton School District","=""0120011""","Support services - general administration","$608,792",749,2,"$813"
"Bolton School District","=""0120011""","Support services - school based administration","$1,242,047",749,2,"$1,658"
"Bolton School District","=""0120011""","Central and other support services","$656,693",749,2,"$877"
"Bolton School District","=""0120011""","Operation and maintenance of plant","$1,564,263",749,2,"$2,088"
"Bolton School District","=""0120011""","Student transportation services","$555,714",660,3,"$842"
"Bolton School District","=""0120011""","Food services","$0",749,2,"$0"
"Bolton School District","=""0120011""","Enterprise operations","$191,548",749,2,"$256"
"Bolton School District","=""0120011""","Minor school construction","N/A","N/A","N/A","N/A"
"Bolton School District","=""0120011""","Total","$14,943,646",779,1,"$19,183"
"Booker T. Washington Academy District","=""2950013""","Instruction","$3,592,527",480,1,"$7,484"
"Booker T. Washington Academy District","=""2950013""","Support services - students","$585,780",480,2,"$1,220"
"Booker T. Washington Academy District","=""2950013""","Support services - instruction","$504,440",480,2,"$1,051"
"Booker T. Washington Academy District","=""2950013""","Support services - general administration","$0",480,2,"$0"
"Booker T. Washington Academy District","=""2950013""","Support services - school based administration","$752,342",480,2,"$1,567"
"Booker T. Washington Academy District","=""2950013""","Central and other support services","$0",480,2,"$0"
"Booker T. Washington Academy District","=""2950013""","Operation and maintenance of plant","$1,065,709",480,2,"$2,220"
"Booker T. Washington Academy District","=""2950013""","Student transportation services","$19,123",210,3,"$91"
"Booker T. Washington Academy District","=""2950013""","Food services","$0",480,2,"$0"
"Booker T. Washington Academy District","=""2950013""","Enterprise operations","$0",480,2,"$0"
"Booker T. Washington Academy District","=""2950013""","Minor school construction","N/A","N/A","N/A","N/A"
"Booker T. Washington Academy District","=""2950013""","Total","$6,519,921",480,1,"$13,583"
"Bozrah School District","=""0130011""","Instruction","$4,278,096",262,1,"$16,329"
"Bozrah School District","=""0130011""","Support services - students","$454,214",173,2,"$2,626"
"Bozrah School District","=""0130011""","Support services - instruction","$52,589",173,2,"$304"
"Bozrah School District","=""0130011""","Support services - general administration","$251,276",173,2,"$1,452"
"Bozrah School District","=""0130011""","Support services - school based administration","$203,391",173,2,"$1,176"
"Bozrah School District","=""0130011""","Central and other support services","$148,422",173,2,"$858"
"Bozrah School District","=""0130011""","Operation and maintenance of plant","$742,565",173,2,"$4,292"
"Bozrah School District","=""0130011""","Student transportation services","$345,533",261,3,"$1,324"
"Bozrah School District","=""0130011""","Food services","$84,737",173,2,"$490"
"Bozrah School District","=""0130011""","Enterprise operations","$0",173,2,"$0"
"Bozrah School District","=""0130011""","Minor school construction","N/A","N/A","N/A","N/A"
"Bozrah School District","=""0130011""","Total","$6,560,823",262,1,"$25,041"
"Branford School District","=""0140011""","Instruction","$33,926,733",2666,1,"$12,726"
"Branford School District","=""0140011""","Support services - students","$4,752,638",2579,2,"$1,843"
"Branford School District","=""0140011""","Support services - instruction","$5,280,589",2579,2,"$2,048"
"Branford School District","=""0140011""","Support services - general administration","$1,820,749",2579,2,"$706"
"Branford School District","=""0140011""","Support services - school based administration","$2,849,409",2579,2,"$1,105"
"Branford School District","=""0140011""","Central and other support services","$1,581,803",2579,2,"$613"
"Branford School District","=""0140011""","Operation and maintenance of plant","$6,262,127",2579,2,"$2,428"
"Branford School District","=""0140011""","Student transportation services","$2,357,798",2640,3,"$893"
"Branford School District","=""0140011""","Food services","$0",2579,2,"$0"
"Branford School District","=""0140011""","Enterprise operations","$885,175",2579,2,"$343"
"Branford School District","=""0140011""","Minor school construction","N/A","N/A","N/A","N/A"
"Branford School District","=""0140011""","Total","$59,717,022",2666,1,"$22,399"
"Brass City Charter School District","=""2900013""","Instruction","$3,040,744",361,1,"$8,423"
"Brass City Charter School District","=""2900013""","Support services - students","$290,390",361,2,"$804"
"Brass City Charter School District","=""2900013""","Support services - instruction","$76,445",361,2,"$212"
"Brass City Charter School District","=""2900013""","Support services - general administration","$199,909",361,2,"$554"
"Brass City Charter School District","=""2900013""","Support services - school based administration","$317,207",361,2,"$879"
"Brass City Charter School District","=""2900013""","Central and other support services","$136,025",361,2,"$377"
"Brass City Charter School District","=""2900013""","Operation and maintenance of plant","$357,384",361,2,"$990"
"Brass City Charter School District","=""2900013""","Student transportation services","$322,579",360,3,"$896"
"Brass City Charter School District","=""2900013""","Food services","$0",361,2,"$0"
"Brass City Charter School District","=""2900013""","Enterprise operations","$0",361,2,"$0"
"Brass City Charter School District","=""2900013""","Minor school construction","N/A","N/A","N/A","N/A"
"Brass City Charter School District","=""2900013""","Total","$4,740,683",361,1,"$13,132"
"Bridgeport School District","=""0150011""","Instruction","$227,133,205",20372,1,"$11,149"
"Bridgeport School District","=""0150011""","Support services - students","$16,361,887",19656,2,"$832"
"Bridgeport School District","=""0150011""","Support services - instruction","$5,136,478",19656,2,"$261"
"Bridgeport School District","=""0150011""","Support services - general administration","$1,811,873",19656,2,"$92"
"Bridgeport School District","=""0150011""","Support services - school based administration","$16,593,893",19656,2,"$844"
"Bridgeport School District","=""0150011""","Central and other support services","$15,783,667",19656,2,"$803"
"Bridgeport School District","=""0150011""","Operation and maintenance of plant","$30,595,873",19656,2,"$1,557"
"Bridgeport School District","=""0150011""","Student transportation services","$20,956,042",11705,3,"$1,790"
"Bridgeport School District","=""0150011""","Food services","$0",19656,2,"$0"
"Bridgeport School District","=""0150011""","Enterprise operations","$520,076",19656,2,"$26"
"Bridgeport School District","=""0150011""","Minor school construction","N/A","N/A","N/A","N/A"
"Bridgeport School District","=""0150011""","Total","$334,892,993",20372,1,"$16,439"
"Bristol School District","=""0170011""","Instruction","$89,937,050",8054,1,"$11,167"
"Bristol School District","=""0170011""","Support services - students","$6,152,859",7613,2,"$808"
"Bristol School District","=""0170011""","Support services - instruction","$6,130,117",7613,2,"$805"
"Bristol School District","=""0170011""","Support services - general administration","$1,643,022",7613,2,"$216"
"Bristol School District","=""0170011""","Support services - school based administration","$7,187,104",7613,2,"$944"
"Bristol School District","=""0170011""","Central and other support services","$6,723,822",7613,2,"$883"
"Bristol School District","=""0170011""","Operation and maintenance of plant","$12,237,950",7613,2,"$1,608"
"Bristol School District","=""0170011""","Student transportation services","$7,188,569",3055,3,"$2,353"
"Bristol School District","=""0170011""","Food services","$0",7613,2,"$0"
"Bristol School District","=""0170011""","Enterprise operations","$2,067,506",7613,2,"$272"
"Bristol School District","=""0170011""","Minor school construction","N/A","N/A","N/A","N/A"
"Bristol School District","=""0170011""","Total","$139,267,998",8054,1,"$17,292"
"Brookfield School District","=""0180011""","Instruction","$29,922,268",2627,1,"$11,390"
"Brookfield School District","=""0180011""","Support services - students","$3,499,106",2548,2,"$1,373"
"Brookfield School District","=""0180011""","Support services - instruction","$2,207,378",2548,2,"$866"
"Brookfield School District","=""0180011""","Support services - general administration","$1,225,582",2548,2,"$481"
"Brookfield School District","=""0180011""","Support services - school based administration","$2,926,666",2548,2,"$1,149"
"Brookfield School District","=""0180011""","Central and other support services","$1,519,077",2548,2,"$596"
"Brookfield School District","=""0180011""","Operation and maintenance of plant","$3,132,595",2548,2,"$1,229"
"Brookfield School District","=""0180011""","Student transportation services","$2,997,837",2649,3,"$1,132"
"Brookfield School District","=""0180011""","Food services","$0",2548,2,"$0"
"Brookfield School District","=""0180011""","Enterprise operations","$701,845",2548,2,"$275"
"Brookfield School District","=""0180011""","Minor school construction","N/A","N/A","N/A","N/A"
"Brookfield School District","=""0180011""","Total","$48,132,354",2627,1,"$18,322"
"Brooklyn School District","=""0190011""","Instruction","$15,500,739",1179,1,"$13,147"
"Brooklyn School District","=""0190011""","Support services - students","$858,252",816,2,"$1,052"
"Brooklyn School District","=""0190011""","Support services - instruction","$84,740",816,2,"$104"
"Brooklyn School District","=""0190011""","Support services - general administration","$535,029",816,2,"$656"
"Brooklyn School District","=""0190011""","Support services - school based administration","$781,698",816,2,"$958"
"Brooklyn School District","=""0190011""","Central and other support services","$511,101",816,2,"$626"
"Brooklyn School District","=""0190011""","Operation and maintenance of plant","$997,209",816,2,"$1,222"
"Brooklyn School District","=""0190011""","Student transportation services","$1,027,252",1172,3,"$876"
"Brooklyn School District","=""0190011""","Food services","$0",816,2,"$0"
"Brooklyn School District","=""0190011""","Enterprise operations","$0",816,2,"$0"
"Brooklyn School District","=""0190011""","Minor school construction","N/A","N/A","N/A","N/A"
"Brooklyn School District","=""0190011""","Total","$20,296,021",1179,1,"$17,215"
"Canaan School District","=""0210011""","Instruction","$1,395,125",70,1,"$19,930"
"Canaan School District","=""0210011""","Support services - students","$189,235",68,2,"$2,783"
"Canaan School District","=""0210011""","Support services - instruction","$85,581",68,2,"$1,259"
"Canaan School District","=""0210011""","Support services - general administration","$52,104",68,2,"$766"
"Canaan School District","=""0210011""","Support services - school based administration","$213,677",68,2,"$3,142"
"Canaan School District","=""0210011""","Central and other support services","$31,002",68,2,"$456"
"Canaan School District","=""0210011""","Operation and maintenance of plant","$272,032",68,2,"$4,000"
"Canaan School District","=""0210011""","Student transportation services","$150,096",104,3,"$1,443"
"Canaan School District","=""0210011""","Food services","$0",68,2,"$0"
"Canaan School District","=""0210011""","Enterprise operations","$797",68,2,"$12"
"Canaan School District","=""0210011""","Minor school construction","N/A","N/A","N/A","N/A"
"Canaan School District","=""0210011""","Total","$2,389,649",70,1,"$34,138"
"Canterbury School District","=""0220011""","Instruction","$8,883,428",625,1,"$14,213"
"Canterbury School District","=""0220011""","Support services - students","$520,458",428,2,"$1,216"
"Canterbury School District","=""0220011""","Support services - instruction","$68,846",428,2,"$161"
"Canterbury School District","=""0220011""","Support services - general administration","$221,290",428,2,"$517"
"Canterbury School District","=""0220011""","Support services - school based administration","$506,937",428,2,"$1,184"
"Canterbury School District","=""0220011""","Central and other support services","$255,321",428,2,"$597"
"Canterbury School District","=""0220011""","Operation and maintenance of plant","$1,101,220",428,2,"$2,573"
"Canterbury School District","=""0220011""","Student transportation services","$709,878",653,3,"$1,087"
"Canterbury School District","=""0220011""","Food services","$61,911",428,2,"$145"
"Canterbury School District","=""0220011""","Enterprise operations","$0",428,2,"$0"
"Canterbury School District","=""0220011""","Minor school construction","N/A","N/A","N/A","N/A"
"Canterbury School District","=""0220011""","Total","$12,329,287",625,1,"$19,727"
"Canton School District","=""0230011""","Instruction","$17,374,703",1543,1,"$11,260"
"Canton School District","=""0230011""","Support services - students","$3,179,920",1500,2,"$2,120"
"Canton School District","=""0230011""","Support services - instruction","$544,345",1500,2,"$363"
"Canton School District","=""0230011""","Support services - general administration","$599,380",1500,2,"$400"
"Canton School District","=""0230011""","Support services - school based administration","$1,568,624",1500,2,"$1,046"
"Canton School District","=""0230011""","Central and other support services","$1,836,855",1500,2,"$1,225"
"Canton School District","=""0230011""","Operation and maintenance of plant","$2,422,407",1500,2,"$1,615"
"Canton School District","=""0230011""","Student transportation services","$1,459,019",717,3,"$2,035"
"Canton School District","=""0230011""","Food services","$22,233",1500,2,"$15"
"Canton School District","=""0230011""","Enterprise operations","$564,701",1500,2,"$376"
"Canton School District","=""0230011""","Minor school construction","N/A","N/A","N/A","N/A"
"Canton School District","=""0230011""","Total","$29,572,187",1543,1,"$19,165"
"Capital Preparatory Harbor School District","=""2970013""","Instruction","$5,017,738",785,1,"$6,392"
"Capital Preparatory Harbor School District","=""2970013""","Support services - students","$319,960",785,2,"$408"
"Capital Preparatory Harbor School District","=""2970013""","Support services - instruction","$410,858",785,2,"$523"
"Capital Preparatory Harbor School District","=""2970013""","Support services - general administration","$433,648",785,2,"$552"
"Capital Preparatory Harbor School District","=""2970013""","Support services - school based administration","$805,685",785,2,"$1,026"
"Capital Preparatory Harbor School District","=""2970013""","Central and other support services","$1,439,400",785,2,"$1,834"
"Capital Preparatory Harbor School District","=""2970013""","Operation and maintenance of plant","$1,452,886",785,2,"$1,851"
"Capital Preparatory Harbor School District","=""2970013""","Student transportation services","$291,395",487,3,"$598"
"Capital Preparatory Harbor School District","=""2970013""","Food services","$0",785,2,"$0"
"Capital Preparatory Harbor School District","=""2970013""","Enterprise operations","$0",785,2,"$0"
"Capital Preparatory Harbor School District","=""2970013""","Minor school construction","N/A","N/A","N/A","N/A"
"Capital Preparatory Harbor School District","=""2970013""","Total","$10,171,570",785,1,"$12,957"
"Capitol Region Education Council","=""2410014""","Instruction","$111,784,765",9079,1,"$12,312"
"Capitol Region Education Council","=""2410014""","Support services - students","$22,144,378",9079,2,"$2,439"
"Capitol Region Education Council","=""2410014""","Support services - instruction","$8,895,178",9079,2,"$980"
"Capitol Region Education Council","=""2410014""","Support services - general administration","$6,332,269",9079,2,"$697"
"Capitol Region Education Council","=""2410014""","Support services - school based administration","$18,353,171",9079,2,"$2,021"
"Capitol Region Education Council","=""2410014""","Central and other support services","$13,084,513",9079,2,"$1,441"
"Capitol Region Education Council","=""2410014""","Operation and maintenance of plant","$29,383,601",9079,2,"$3,236"
"Capitol Region Education Council","=""2410014""","Student transportation services","$22,451,926",6477,3,"$3,466"
"Capitol Region Education Council","=""2410014""","Food services","$0",9079,2,"$0"
"Capitol Region Education Council","=""2410014""","Enterprise operations","$0",9079,2,"$0"
"Capitol Region Education Council","=""2410014""","Minor school construction","N/A","N/A","N/A","N/A"
"Capitol Region Education Council","=""2410014""","Total","$232,429,801",9079,1,"$25,601"
"Chaplin School District","=""0240011""","Instruction","$2,348,120",144,1,"$16,306"
"Chaplin School District","=""0240011""","Support services - students","$191,269",130,2,"$1,471"
"Chaplin School District","=""0240011""","Support services - instruction","$448,775",130,2,"$3,452"
"Chaplin School District","=""0240011""","Support services - general administration","$145,413",130,2,"$1,119"
"Chaplin School District","=""0240011""","Support services - school based administration","$194,968",130,2,"$1,500"
"Chaplin School District","=""0240011""","Central and other support services","$107,918",130,2,"$830"
"Chaplin School District","=""0240011""","Operation and maintenance of plant","$445,529",130,2,"$3,427"
"Chaplin School District","=""0240011""","Student transportation services","$246,472",196,3,"$1,258"
"Chaplin School District","=""0240011""","Food services","$0",130,2,"$0"
"Chaplin School District","=""0240011""","Enterprise operations","$0",130,2,"$0"
"Chaplin School District","=""0240011""","Minor school construction","N/A","N/A","N/A","N/A"
"Chaplin School District","=""0240011""","Total","$4,128,464",144,1,"$28,670"
"Cheshire School District","=""0250011""","Instruction","$47,205,920",4163,1,"$11,339"
"Cheshire School District","=""0250011""","Support services - students","$6,372,352",4109,2,"$1,551"
"Cheshire School District","=""0250011""","Support services - instruction","$3,431,771",4109,2,"$835"
"Cheshire School District","=""0250011""","Support services - general administration","$886,207",4109,2,"$216"
"Cheshire School District","=""0250011""","Support services - school based administration","$3,583,194",4109,2,"$872"
