"Per Pupil Expenditures by Object (District), 2020-21"
"All Districts"
"Notes:"
"Expenditures exclude food services not funded by local funds, debt, capital (other than equipment), adult education, community services, and state contributions to Teachers' Retirement."
"All amounts include regular and special education."
"This report is based upon data reported by school districts; questions concerning report data should be addressed to the school district."

"Pupil Basis: 1 = Enrollment plus outplaced pupils, 2 = Enrollment in district schools, 4 = Outplaced pupils"
"*Tuition expenditures are included with Other expenditures when fewer than six students are outplaced."

"District","District Code","Object","Expenditures","Pupils","Pupil Basis","PPE"
"East Haven School District","=""0440011""","Tuition","$5,297,876",402,4,"$13,179"
"East Haven School District","=""0440011""","Supplies","$2,606,510",2771,2,"$941"
"East Haven School District","=""0440011""","Property","$1,491,264",2771,2,"$538"
"East Haven School District","=""0440011""","Other","$118,327",2771,2,"$43"
"East Haven School District","=""0440011""","Total","$57,630,123",3173,1,"$18,163"
"East Lyme School District","=""0450011""","Salaries","$32,627,676",2608,2,"$12,511"
"East Lyme School District","=""0450011""","Employee Benefits","$8,787,445",2608,2,"$3,369"
"East Lyme School District","=""0450011""","Purchased Services","$7,258,679",2608,2,"$2,783"
"East Lyme School District","=""0450011""","Tuition","$1,579,254",71,4,"$22,243"
"East Lyme School District","=""0450011""","Supplies","$2,287,471",2608,2,"$877"
"East Lyme School District","=""0450011""","Property","$220,061",2608,2,"$84"
"East Lyme School District","=""0450011""","Other","$107,050",2608,2,"$41"
"East Lyme School District","=""0450011""","Total","$52,867,637",2679,1,"$19,734"
"East Windsor School District","=""0470011""","Salaries","$16,907,862",1042,2,"$16,226"
"East Windsor School District","=""0470011""","Employee Benefits","$3,973,780",1042,2,"$3,814"
"East Windsor School District","=""0470011""","Purchased Services","$3,174,073",1042,2,"$3,046"
"East Windsor School District","=""0470011""","Tuition","$1,515,228",136,4,"$11,141"
"East Windsor School District","=""0470011""","Supplies","$947,538",1042,2,"$909"
"East Windsor School District","=""0470011""","Property","$13,413",1042,2,"$13"
"East Windsor School District","=""0470011""","Other","$32,478",1042,2,"$31"
"East Windsor School District","=""0470011""","Total","$26,564,372",1178,1,"$22,550"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Salaries","$12,844,230",444,2,"$28,928"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Employee Benefits","$3,147,338",444,2,"$7,089"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Purchased Services","$2,516,996",444,2,"$5,669"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Tuition","$0",0,4,"$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Supplies","$354,199",444,2,"$798"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Property","$277,753",444,2,"$626"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Other","$9,680",444,2,"$22"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Total","$19,150,195",444,1,"$43,131"
"Eastford School District","=""0390011""","Salaries","$2,114,311",138,2,"$15,321"
"Eastford School District","=""0390011""","Employee Benefits","$434,177",138,2,"$3,146"
"Eastford School District","=""0390011""","Purchased Services","$583,504",138,2,"$4,228"
"Eastford School District","=""0390011""","Tuition","$1,017,364",54,4,"$18,840"
"Eastford School District","=""0390011""","Supplies","$143,823",138,2,"$1,042"
"Eastford School District","=""0390011""","Property","$43,268",138,2,"$314"
"Eastford School District","=""0390011""","Other","$2,071",138,2,"$15"
"Eastford School District","=""0390011""","Total","$4,338,517",192,1,"$22,596"
"Easton School District","=""0460011""","Salaries","$11,186,191",856,2,"$13,068"
"Easton School District","=""0460011""","Employee Benefits","$3,395,883",856,2,"$3,967"
"Easton School District","=""0460011""","Purchased Services","$2,161,632",856,2,"$2,525"
"Easton School District","=""0460011""","Tuition","$257,391",10,4,"$25,739"
"Easton School District","=""0460011""","Supplies","$681,709",856,2,"$796"
"Easton School District","=""0460011""","Property","$133,266",856,2,"$156"
"Easton School District","=""0460011""","Other","$28,032",856,2,"$33"
"Easton School District","=""0460011""","Total","$17,844,104",866,1,"$20,605"
"EdAdvance","=""2420014""","Salaries","$7,408,224",228,2,"$32,492"
"EdAdvance","=""2420014""","Employee Benefits","$1,956,129",228,2,"$8,580"
"EdAdvance","=""2420014""","Purchased Services","$2,051,980",228,2,"$9,000"
"EdAdvance","=""2420014""","Tuition","$0",0,4,"$0"
"EdAdvance","=""2420014""","Supplies","$540,505",228,2,"$2,371"
"EdAdvance","=""2420014""","Property","$53,973",228,2,"$237"
"EdAdvance","=""2420014""","Other","$1,695,702",228,2,"$7,437"
"EdAdvance","=""2420014""","Total","$13,706,512",228,1,"$60,116"
"Ellington School District","=""0480011""","Salaries","$27,526,953",2624,2,"$10,490"
"Ellington School District","=""0480011""","Employee Benefits","$7,453,573",2624,2,"$2,841"
"Ellington School District","=""0480011""","Purchased Services","$4,982,071",2624,2,"$1,899"
"Ellington School District","=""0480011""","Tuition","$1,346,826",88,4,"$15,305"
"Ellington School District","=""0480011""","Supplies","$1,891,865",2624,2,"$721"
"Ellington School District","=""0480011""","Property","$616,655",2624,2,"$235"
"Ellington School District","=""0480011""","Other","$159,216",2624,2,"$61"
"Ellington School District","=""0480011""","Total","$43,977,158",2712,1,"$16,216"
"Elm City College Preparatory School District","=""2890013""","Salaries","$7,301,060",774,2,"$9,433"
"Elm City College Preparatory School District","=""2890013""","Employee Benefits","$1,205,080",774,2,"$1,557"
"Elm City College Preparatory School District","=""2890013""","Purchased Services","$2,377,953",774,2,"$3,072"
"Elm City College Preparatory School District","=""2890013""","Tuition","$0",0,4,"$0"
"Elm City College Preparatory School District","=""2890013""","Supplies","$157,213",774,2,"$203"
"Elm City College Preparatory School District","=""2890013""","Property","$302,719",774,2,"$391"
"Elm City College Preparatory School District","=""2890013""","Other","$14,004",774,2,"$18"
"Elm City College Preparatory School District","=""2890013""","Total","$11,358,028",774,1,"$14,674"
"Elm City Montessori School District","=""2910013""","Salaries","$2,036,821",259,2,"$7,864"
"Elm City Montessori School District","=""2910013""","Employee Benefits","$662,952",259,2,"$2,560"
"Elm City Montessori School District","=""2910013""","Purchased Services","$1,311,903",259,2,"$5,065"
"Elm City Montessori School District","=""2910013""","Tuition","$0",0,4,"$0"
"Elm City Montessori School District","=""2910013""","Supplies","$44,824",259,2,"$173"
"Elm City Montessori School District","=""2910013""","Property","$132,432",259,2,"$511"
"Elm City Montessori School District","=""2910013""","Other","$997",259,2,"$4"
"Elm City Montessori School District","=""2910013""","Total","$4,189,930",259,1,"$16,177"
"Enfield School District","=""0490011""","Salaries","$51,477,193",4896,2,"$10,514"
"Enfield School District","=""0490011""","Employee Benefits","$14,588,286",4896,2,"$2,980"
"Enfield School District","=""0490011""","Purchased Services","$9,659,817",4896,2,"$1,973"
"Enfield School District","=""0490011""","Tuition","$5,066,280",328,4,"$15,446"
"Enfield School District","=""0490011""","Supplies","$3,774,369",4896,2,"$771"
"Enfield School District","=""0490011""","Property","$2,062,981",4896,2,"$421"
"Enfield School District","=""0490011""","Other","$94,653",4896,2,"$19"
"Enfield School District","=""0490011""","Total","$86,723,579",5224,1,"$16,601"
"Essex School District","=""0500011""","Salaries","$4,436,840",311,2,"$14,266"
"Essex School District","=""0500011""","Employee Benefits","$1,737,731",311,2,"$5,588"
"Essex School District","=""0500011""","Purchased Services","$863,141",311,2,"$2,775"
"Essex School District","=""0500011""","Tuition","$309,056",7,4,"$44,151"
"Essex School District","=""0500011""","Supplies","$334,224",311,2,"$1,075"
"Essex School District","=""0500011""","Property","$2,167",311,2,"$7"
"Essex School District","=""0500011""","Other","$5,109",311,2,"$16"
"Essex School District","=""0500011""","Total","$7,688,268",318,1,"$24,177"
"Explorations District","=""2720013""","Salaries","$1,157,335",86,2,"$13,457"
"Explorations District","=""2720013""","Employee Benefits","$129,080",86,2,"$1,501"
"Explorations District","=""2720013""","Purchased Services","$222,960",86,2,"$2,593"
"Explorations District","=""2720013""","Tuition","$0",0,4,"$0"
"Explorations District","=""2720013""","Supplies","$48,596",86,2,"$565"
"Explorations District","=""2720013""","Property","$161,161",86,2,"$1,874"
"Explorations District","=""2720013""","Other","$941",86,2,"$11"
"Explorations District","=""2720013""","Total","$1,720,071",86,1,"$20,001"
"Fairfield School District","=""0510011""","Salaries","$122,125,980",9388,2,"$13,009"
"Fairfield School District","=""0510011""","Employee Benefits","$32,014,958",9388,2,"$3,410"
"Fairfield School District","=""0510011""","Purchased Services","$25,992,727",9388,2,"$2,769"
"Fairfield School District","=""0510011""","Tuition","$10,706,698",126,4,"$84,974"
"Fairfield School District","=""0510011""","Supplies","$7,874,886",9388,2,"$839"
"Fairfield School District","=""0510011""","Property","$2,019,521",9388,2,"$215"
"Fairfield School District","=""0510011""","Other","$315,264",9388,2,"$34"
"Fairfield School District","=""0510011""","Total","$201,050,034",9514,1,"$21,132"
"Farmington School District","=""0520011""","Salaries","$48,377,449",4075,2,"$11,872"
"Farmington School District","=""0520011""","Employee Benefits","$13,515,714",4075,2,"$3,317"
"Farmington School District","=""0520011""","Purchased Services","$7,953,689",4075,2,"$1,952"
"Farmington School District","=""0520011""","Tuition","$2,749,610",104,4,"$26,439"
"Farmington School District","=""0520011""","Supplies","$3,851,130",4075,2,"$945"
"Farmington School District","=""0520011""","Property","$1,749,799",4075,2,"$429"
"Farmington School District","=""0520011""","Other","$92,867",4075,2,"$23"
"Farmington School District","=""0520011""","Total","$78,290,259",4179,1,"$18,734"
"Franklin School District","=""0530011""","Salaries","$2,340,740",164,2,"$14,273"
"Franklin School District","=""0530011""","Employee Benefits","$404,424",164,2,"$2,466"
"Franklin School District","=""0530011""","Purchased Services","$1,110,309",164,2,"$6,770"
"Franklin School District","=""0530011""","Tuition","$1,096,080",62,4,"$17,679"
"Franklin School District","=""0530011""","Supplies","$131,565",164,2,"$802"
"Franklin School District","=""0530011""","Property","$252,865",164,2,"$1,542"
"Franklin School District","=""0530011""","Other","$6,872",164,2,"$42"
"Franklin School District","=""0530011""","Total","$5,342,854",226,1,"$23,641"
"Glastonbury School District","=""0540011""","Salaries","$74,110,974",5740,2,"$12,911"
"Glastonbury School District","=""0540011""","Employee Benefits","$22,512,003",5740,2,"$3,922"
"Glastonbury School District","=""0540011""","Purchased Services","$4,300,787",5740,2,"$749"
"Glastonbury School District","=""0540011""","Tuition","$4,879,089",205,4,"$23,800"
"Glastonbury School District","=""0540011""","Supplies","$5,955,285",5740,2,"$1,038"
"Glastonbury School District","=""0540011""","Property","$3,115,329",5740,2,"$543"
"Glastonbury School District","=""0540011""","Other","$183,222",5740,2,"$32"
"Glastonbury School District","=""0540011""","Total","$115,056,689",5945,1,"$19,354"
"Granby School District","=""0560011""","Salaries","$20,507,589",1718,2,"$11,937"
"Granby School District","=""0560011""","Employee Benefits","$5,324,880",1718,2,"$3,099"
"Granby School District","=""0560011""","Purchased Services","$3,736,323",1718,2,"$2,175"
"Granby School District","=""0560011""","Tuition","$1,890,728",76,4,"$24,878"
"Granby School District","=""0560011""","Supplies","$1,680,999",1718,2,"$978"
"Granby School District","=""0560011""","Property","$908,249",1718,2,"$529"
"Granby School District","=""0560011""","Other","$83,229",1718,2,"$48"
"Granby School District","=""0560011""","Total","$34,131,996",1794,1,"$19,026"
"Great Oaks Charter School District","=""2940013""","Salaries","$3,555,744",670,2,"$5,307"
"Great Oaks Charter School District","=""2940013""","Employee Benefits","$815,998",670,2,"$1,218"
"Great Oaks Charter School District","=""2940013""","Purchased Services","$4,672,245",670,2,"$6,974"
"Great Oaks Charter School District","=""2940013""","Tuition","$0",0,4,"$0"
"Great Oaks Charter School District","=""2940013""","Supplies","$243,617",670,2,"$364"
"Great Oaks Charter School District","=""2940013""","Property","$291,361",670,2,"$435"
"Great Oaks Charter School District","=""2940013""","Other","$0",670,2,"$0"
"Great Oaks Charter School District","=""2940013""","Total","$9,578,965",670,1,"$14,297"
"Greenwich School District","=""0570011""","Salaries","$140,451,575",8776,2,"$16,004"
"Greenwich School District","=""0570011""","Employee Benefits","$39,901,916",8776,2,"$4,547"
"Greenwich School District","=""0570011""","Purchased Services","$20,940,950",8776,2,"$2,386"
"Greenwich School District","=""0570011""","Tuition","$7,200,489",36,4,"$200,014"
"Greenwich School District","=""0570011""","Supplies","$4,723,444",8776,2,"$538"
"Greenwich School District","=""0570011""","Property","$989,723",8776,2,"$113"
"Greenwich School District","=""0570011""","Other","$0",8776,2,"$0"
"Greenwich School District","=""0570011""","Total","$214,208,097",8812,1,"$24,309"
"Griswold School District","=""0580011""","Salaries","$17,492,064",1663,2,"$10,518"
"Griswold School District","=""0580011""","Employee Benefits","$4,794,688",1663,2,"$2,883"
"Griswold School District","=""0580011""","Purchased Services","$3,979,300",1663,2,"$2,393"
"Griswold School District","=""0580011""","Tuition","$1,342,657",55,4,"$24,412"
"Griswold School District","=""0580011""","Supplies","$1,907,782",1663,2,"$1,147"
"Griswold School District","=""0580011""","Property","$395,096",1663,2,"$238"
"Griswold School District","=""0580011""","Other","$53,528",1663,2,"$32"
"Griswold School District","=""0580011""","Total","$29,965,115",1718,1,"$17,442"
"Groton School District","=""0590011""","Salaries","$50,743,075",4046,2,"$12,542"
"Groton School District","=""0590011""","Employee Benefits","$11,740,493",4046,2,"$2,902"
"Groton School District","=""0590011""","Purchased Services","$10,119,223",4046,2,"$2,501"
"Groton School District","=""0590011""","Tuition","$5,022,177",421,4,"$11,929"
"Groton School District","=""0590011""","Supplies","$3,915,368",4046,2,"$968"
"Groton School District","=""0590011""","Property","$396,827",4046,2,"$98"
"Groton School District","=""0590011""","Other","$72,872",4046,2,"$18"
"Groton School District","=""0590011""","Total","$82,010,034",4467,1,"$18,359"
"Guilford School District","=""0600011""","Salaries","$37,863,190",3077,2,"$12,305"
"Guilford School District","=""0600011""","Employee Benefits","$11,825,034",3077,2,"$3,843"
"Guilford School District","=""0600011""","Purchased Services","$7,637,113",3077,2,"$2,482"
"Guilford School District","=""0600011""","Tuition","$4,027,939",59,4,"$68,270"
"Guilford School District","=""0600011""","Supplies","$2,151,165",3077,2,"$699"
"Guilford School District","=""0600011""","Property","$1,417,808",3077,2,"$461"
"Guilford School District","=""0600011""","Other","$0",3077,2,"$0"
"Guilford School District","=""0600011""","Total","$64,922,250",3136,1,"$20,702"
"Hamden School District","=""0620011""","Salaries","$64,401,513",5269,2,"$12,223"
"Hamden School District","=""0620011""","Employee Benefits","$35,276,453",5269,2,"$6,695"
"Hamden School District","=""0620011""","Purchased Services","$15,315,939",5269,2,"$2,907"
"Hamden School District","=""0620011""","Tuition","$17,542,122",1037,4,"$16,916"
"Hamden School District","=""0620011""","Supplies","$2,894,790",5269,2,"$549"
"Hamden School District","=""0620011""","Property","$1,560,826",5269,2,"$296"
"Hamden School District","=""0620011""","Other","$59,835",5269,2,"$11"
"Hamden School District","=""0620011""","Total","$137,051,479",6306,1,"$21,734"
"Hampton School District","=""0630011""","Salaries","$1,315,448",72,2,"$18,270"
"Hampton School District","=""0630011""","Employee Benefits","$219,106",72,2,"$3,043"
"Hampton School District","=""0630011""","Purchased Services","$470,885",72,2,"$6,540"
"Hampton School District","=""0630011""","Supplies","$99,065",72,2,"$1,376"
"Hampton School District","=""0630011""","Property","$17,236",72,2,"$239"
"Hampton School District","=""0630011""","Other � Includes Tuition","$136,572",75,1,"$1,821"
"Hampton School District","=""0630011""","Total","$2,258,312",75,1,"$30,111"
"Hartford School District","=""0640011""","Salaries","$200,196,347",17197,2,"$11,641"
"Hartford School District","=""0640011""","Employee Benefits","$55,015,507",17197,2,"$3,199"
"Hartford School District","=""0640011""","Purchased Services","$44,786,488",17197,2,"$2,604"
"Hartford School District","=""0640011""","Tuition","$93,475,373",5308,4,"$17,610"
"Hartford School District","=""0640011""","Supplies","$18,757,320",17197,2,"$1,091"
"Hartford School District","=""0640011""","Property","$8,003,494",17197,2,"$465"
"Hartford School District","=""0640011""","Other","$659,756",17197,2,"$38"
"Hartford School District","=""0640011""","Total","$420,894,284",22505,1,"$18,702"
"Hartland School District","=""0650011""","Salaries","$2,080,631",145,2,"$14,349"
"Hartland School District","=""0650011""","Employee Benefits","$419,580",145,2,"$2,894"
"Hartland School District","=""0650011""","Purchased Services","$1,073,172",145,2,"$7,401"
"Hartland School District","=""0650011""","Tuition","$1,760,029",91,4,"$19,341"
"Hartland School District","=""0650011""","Supplies","$233,628",145,2,"$1,611"
"Hartland School District","=""0650011""","Property","$0",145,2,"$0"
"Hartland School District","=""0650011""","Other","$7,125",145,2,"$49"
"Hartland School District","=""0650011""","Total","$5,574,166",236,1,"$23,619"
"Hebron School District","=""0670011""","Salaries","$8,096,264",636,2,"$12,730"
"Hebron School District","=""0670011""","Employee Benefits","$2,079,004",636,2,"$3,269"
"Hebron School District","=""0670011""","Purchased Services","$1,314,853",636,2,"$2,067"
"Hebron School District","=""0670011""","Tuition","$218,738",18,4,"$12,152"
"Hebron School District","=""0670011""","Supplies","$467,897",636,2,"$736"
"Hebron School District","=""0670011""","Property","$134,714",636,2,"$212"
"Hebron School District","=""0670011""","Other","$11,031",636,2,"$17"
"Hebron School District","=""0670011""","Total","$12,322,502",654,1,"$18,842"
"Highville Charter School District","=""2860013""","Salaries","$3,341,726",447,2,"$7,476"
"Highville Charter School District","=""2860013""","Employee Benefits","$639,792",447,2,"$1,431"
"Highville Charter School District","=""2860013""","Purchased Services","$658,470",447,2,"$1,473"
"Highville Charter School District","=""2860013""","Tuition","$0",0,4,"$0"
"Highville Charter School District","=""2860013""","Supplies","$343,672",447,2,"$769"
"Highville Charter School District","=""2860013""","Property","$139,541",447,2,"$312"
"Highville Charter School District","=""2860013""","Other","$14,035",447,2,"$31"
"Highville Charter School District","=""2860013""","Total","$5,137,236",447,1,"$11,493"
"Integrated Day Charter School District","=""2640013""","Salaries","$3,012,668",353,2,"$8,534"
"Integrated Day Charter School District","=""2640013""","Employee Benefits","$719,362",353,2,"$2,038"
"Integrated Day Charter School District","=""2640013""","Purchased Services","$332,108",353,2,"$941"
"Integrated Day Charter School District","=""2640013""","Tuition","$0",0,4,"$0"
"Integrated Day Charter School District","=""2640013""","Supplies","$116,858",353,2,"$331"
"Integrated Day Charter School District","=""2640013""","Property","$133,194",353,2,"$377"
"Integrated Day Charter School District","=""2640013""","Other","$116,515",353,2,"$330"
"Integrated Day Charter School District","=""2640013""","Total","$4,430,705",353,1,"$12,552"
"Interdistrict School for Arts and Comm District","=""2650013""","Salaries","$2,870,311",281,2,"$10,215"
"Interdistrict School for Arts and Comm District","=""2650013""","Employee Benefits","$392,775",281,2,"$1,398"
"Interdistrict School for Arts and Comm District","=""2650013""","Purchased Services","$536,509",281,2,"$1,909"
"Interdistrict School for Arts and Comm District","=""2650013""","Tuition","$0",0,4,"$0"
"Interdistrict School for Arts and Comm District","=""2650013""","Supplies","$132,974",281,2,"$473"
"Interdistrict School for Arts and Comm District","=""2650013""","Property","$267,306",281,2,"$951"
"Interdistrict School for Arts and Comm District","=""2650013""","Other","$41,042",281,2,"$146"
"Interdistrict School for Arts and Comm District","=""2650013""","Total","$4,240,916",281,1,"$15,092"
"Jumoke Academy District","=""2610013""","Salaries","$6,818,044",686,2,"$9,939"
"Jumoke Academy District","=""2610013""","Employee Benefits","$1,412,479",686,2,"$2,059"
"Jumoke Academy District","=""2610013""","Purchased Services","$1,695,473",686,2,"$2,472"
"Jumoke Academy District","=""2610013""","Tuition","$0",0,4,"$0"
"Jumoke Academy District","=""2610013""","Supplies","$280,359",686,2,"$409"
"Jumoke Academy District","=""2610013""","Property","$170,284",686,2,"$248"
"Jumoke Academy District","=""2610013""","Other","$1,248",686,2,"$2"
"Jumoke Academy District","=""2610013""","Total","$10,377,887",686,1,"$15,128"
"Kent School District","=""0680011""","Salaries","$3,550,905",207,2,"$17,154"
"Kent School District","=""0680011""","Employee Benefits","$1,166,899",207,2,"$5,637"
"Kent School District","=""0680011""","Purchased Services","$651,571",207,2,"$3,148"
"Kent School District","=""0680011""","Supplies","$303,142",207,2,"$1,464"
"Kent School District","=""0680011""","Property","$139,410",207,2,"$673"
"Kent School District","=""0680011""","Other � Includes Tuition","$22,053",209,1,"$106"
"Kent School District","=""0680011""","Total","$5,833,980",209,1,"$27,914"
"Killingly School District","=""0690011""","Salaries","$26,950,395",2312,2,"$11,657"
"Killingly School District","=""0690011""","Employee Benefits","$6,998,798",2312,2,"$3,027"
"Killingly School District","=""0690011""","Purchased Services","$4,310,342",2312,2,"$1,864"
"Killingly School District","=""0690011""","Tuition","$4,062,837",111,4,"$36,602"
"Killingly School District","=""0690011""","Supplies","$1,812,861",2312,2,"$784"
"Killingly School District","=""0690011""","Property","$1,213,563",2312,2,"$525"
"Killingly School District","=""0690011""","Other","$126,684",2312,2,"$55"
"Killingly School District","=""0690011""","Total","$45,475,481",2423,1,"$18,768"
"Learn","=""2450014""","Salaries","$18,171,747",2359,2,"$7,703"
"Learn","=""2450014""","Employee Benefits","$5,213,376",2359,2,"$2,210"
"Learn","=""2450014""","Purchased Services","$7,097,394",2359,2,"$3,009"
"Learn","=""2450014""","Tuition","$159,954",0,4,"$159,954"
"Learn","=""2450014""","Supplies","$537,425",2359,2,"$228"
"Learn","=""2450014""","Property","$759,466",2359,2,"$322"
"Learn","=""2450014""","Other","$576,736",2359,2,"$244"
"Learn","=""2450014""","Total","$32,516,097",2359,1,"$13,784"
"Lebanon School District","=""0710011""","Salaries","$11,435,014",934,2,"$12,243"
"Lebanon School District","=""0710011""","Employee Benefits","$3,697,709",934,2,"$3,959"
"Lebanon School District","=""0710011""","Purchased Services","$2,789,708",934,2,"$2,987"
"Lebanon School District","=""0710011""","Tuition","$1,899,755",43,4,"$44,180"
"Lebanon School District","=""0710011""","Supplies","$745,072",934,2,"$798"
"Lebanon School District","=""0710011""","Property","$674,410",934,2,"$722"
"Lebanon School District","=""0710011""","Other","$43,064",934,2,"$46"
"Lebanon School District","=""0710011""","Total","$21,284,733",977,1,"$21,786"
"Ledyard School District","=""0720011""","Salaries","$24,419,330",2344,2,"$10,418"
"Ledyard School District","=""0720011""","Employee Benefits","$5,082,789",2344,2,"$2,168"
"Ledyard School District","=""0720011""","Purchased Services","$4,637,300",2344,2,"$1,978"
"Ledyard School District","=""0720011""","Tuition","$2,099,246",129,4,"$16,273"
"Ledyard School District","=""0720011""","Supplies","$2,394,055",2344,2,"$1,021"
"Ledyard School District","=""0720011""","Property","$600,788",2344,2,"$256"
"Ledyard School District","=""0720011""","Other","$112,725",2344,2,"$48"
"Ledyard School District","=""0720011""","Total","$39,346,232",2473,1,"$15,910"
"Lisbon School District","=""0730011""","Salaries","$4,412,450",427,2,"$10,334"
"Lisbon School District","=""0730011""","Employee Benefits","$1,052,813",427,2,"$2,466"
"Lisbon School District","=""0730011""","Purchased Services","$1,339,695",427,2,"$3,137"
"Lisbon School District","=""0730011""","Tuition","$3,063,140",189,4,"$16,207"
"Lisbon School District","=""0730011""","Supplies","$285,506",427,2,"$669"
"Lisbon School District","=""0730011""","Property","$241,352",427,2,"$565"
"Lisbon School District","=""0730011""","Other","$9,255",427,2,"$22"
"Lisbon School District","=""0730011""","Total","$10,404,211",616,1,"$16,890"
"Litchfield School District","=""0740011""","Salaries","$11,343,878",816,2,"$13,902"
"Litchfield School District","=""0740011""","Employee Benefits","$3,694,103",816,2,"$4,527"
"Litchfield School District","=""0740011""","Purchased Services","$2,173,099",816,2,"$2,663"
"Litchfield School District","=""0740011""","Tuition","$1,267,093",34,4,"$37,267"
"Litchfield School District","=""0740011""","Supplies","$1,216,728",816,2,"$1,491"
"Litchfield School District","=""0740011""","Property","$127,163",816,2,"$156"
"Litchfield School District","=""0740011""","Other","$175,331",816,2,"$215"
"Litchfield School District","=""0740011""","Total","$19,997,396",850,1,"$23,526"
"Madison School District","=""0760011""","Salaries","$33,827,711",2463,2,"$13,734"
"Madison School District","=""0760011""","Employee Benefits","$10,227,907",2463,2,"$4,153"
"Madison School District","=""0760011""","Purchased Services","$8,472,938",2463,2,"$3,440"
"Madison School District","=""0760011""","Tuition","$2,769,534",30,4,"$92,318"
"Madison School District","=""0760011""","Supplies","$2,461,372",2463,2,"$999"
"Madison School District","=""0760011""","Property","$1,216,579",2463,2,"$494"
"Madison School District","=""0760011""","Other","$200,050",2463,2,"$81"
"Madison School District","=""0760011""","Total","$59,176,091",2493,1,"$23,737"
"Manchester School District","=""0770011""","Salaries","$81,399,058",6044,2,"$13,468"
"Manchester School District","=""0770011""","Employee Benefits","$23,634,013",6044,2,"$3,910"
"Manchester School District","=""0770011""","Purchased Services","$12,772,272",6044,2,"$2,113"
"Manchester School District","=""0770011""","Tuition","$7,639,584",1426,4,"$5,357"
"Manchester School District","=""0770011""","Supplies","$4,881,360",6044,2,"$808"
"Manchester School District","=""0770011""","Property","$2,884,764",6044,2,"$477"
"Manchester School District","=""0770011""","Other","$159,833",6044,2,"$26"
"Manchester School District","=""0770011""","Total","$133,370,883",7470,1,"$17,854"
"Mansfield School District","=""0780011""","Salaries","$15,616,891",1037,2,"$15,060"
"Mansfield School District","=""0780011""","Employee Benefits","$4,146,127",1037,2,"$3,998"
"Mansfield School District","=""0780011""","Purchased Services","$3,146,127",1037,2,"$3,034"
"Mansfield School District","=""0780011""","Tuition","$351,519",17,4,"$20,678"
"Mansfield School District","=""0780011""","Supplies","$1,202,268",1037,2,"$1,159"
"Mansfield School District","=""0780011""","Property","$479,336",1037,2,"$462"
"Mansfield School District","=""0780011""","Other","$15,939",1037,2,"$15"
"Mansfield School District","=""0780011""","Total","$24,958,209",1054,1,"$23,680"
"Marlborough School District","=""0790011""","Salaries","$5,489,132",441,2,"$12,447"
"Marlborough School District","=""0790011""","Employee Benefits","$1,072,977",441,2,"$2,433"
"Marlborough School District","=""0790011""","Purchased Services","$965,720",441,2,"$2,190"
"Marlborough School District","=""0790011""","Tuition","$351,036",10,4,"$35,104"
"Marlborough School District","=""0790011""","Supplies","$470,725",441,2,"$1,067"
"Marlborough School District","=""0790011""","Property","$33,676",441,2,"$76"
"Marlborough School District","=""0790011""","Other","$18,237",441,2,"$41"
"Marlborough School District","=""0790011""","Total","$8,401,503",451,1,"$18,629"
"Meriden School District","=""0800011""","Salaries","$78,715,038",8073,2,"$9,750"
"Meriden School District","=""0800011""","Employee Benefits","$21,884,664",8073,2,"$2,711"
"Meriden School District","=""0800011""","Purchased Services","$15,537,348",8073,2,"$1,925"
"Meriden School District","=""0800011""","Tuition","$11,365,026",821,4,"$13,843"
"Meriden School District","=""0800011""","Supplies","$6,193,389",8073,2,"$767"
"Meriden School District","=""0800011""","Property","$1,006,368",8073,2,"$125"
"Meriden School District","=""0800011""","Other","$130,986",8073,2,"$16"
"Meriden School District","=""0800011""","Total","$134,832,818",8894,1,"$15,160"
"Middletown School District","=""0830011""","Salaries","$56,806,514",4345,2,"$13,074"
"Middletown School District","=""0830011""","Employee Benefits","$17,239,436",4345,2,"$3,968"
"Middletown School District","=""0830011""","Purchased Services","$11,932,133",4345,2,"$2,746"
"Middletown School District","=""0830011""","Tuition","$7,100,042",348,4,"$20,402"
"Middletown School District","=""0830011""","Supplies","$4,494,797",4345,2,"$1,034"
"Middletown School District","=""0830011""","Property","$1,775,851",4345,2,"$409"
"Middletown School District","=""0830011""","Other","$182,297",4345,2,"$42"
"Middletown School District","=""0830011""","Total","$99,531,069",4693,1,"$21,208"
"Milford School District","=""0840011""","Salaries","$73,887,015",5378,2,"$13,739"
"Milford School District","=""0840011""","Employee Benefits","$25,258,649",5378,2,"$4,697"
"Milford School District","=""0840011""","Purchased Services","$12,005,268",5378,2,"$2,232"
"Milford School District","=""0840011""","Tuition","$7,790,876",187,4,"$41,662"
"Milford School District","=""0840011""","Supplies","$2,449,164",5378,2,"$455"
