"Special Education Expenditures, 2023-24"
"All Districts"

"District","District Code","Description","Amount"
"Achievement First Bridgeport Academy District","=""2850013""","Teacher Salaries","$874,588"
"Achievement First Bridgeport Academy District","=""2850013""","Instructional Aide Salaries","$0"
"Achievement First Bridgeport Academy District","=""2850013""","Other Salaries","$0"
"Achievement First Bridgeport Academy District","=""2850013""","Employee Benefits","$153,945"
"Achievement First Bridgeport Academy District","=""2850013""","Purchased Services Other Than Transportation","$379,462"
"Achievement First Bridgeport Academy District","=""2850013""","Special Education Tuition","$0"
"Achievement First Bridgeport Academy District","=""2850013""","Supplies","$15,204"
"Achievement First Bridgeport Academy District","=""2850013""","Property Services","$0"
"Achievement First Bridgeport Academy District","=""2850013""","Purchased Services For Transportation","$0"
"Achievement First Bridgeport Academy District","=""2850013""","Equipment","$94,225"
"Achievement First Bridgeport Academy District","=""2850013""","All Other Expenditures","$2,496"
"Achievement First Bridgeport Academy District","=""2850013""","Total","$1,519,920"
"Achievement First Hartford Academy District","=""2880013""","Teacher Salaries","$1,845,393"
"Achievement First Hartford Academy District","=""2880013""","Instructional Aide Salaries","$0"
"Achievement First Hartford Academy District","=""2880013""","Other Salaries","$0"
"Achievement First Hartford Academy District","=""2880013""","Employee Benefits","$337,114"
"Achievement First Hartford Academy District","=""2880013""","Purchased Services Other Than Transportation","$680,782"
"Achievement First Hartford Academy District","=""2880013""","Special Education Tuition","$0"
"Achievement First Hartford Academy District","=""2880013""","Supplies","$35,055"
"Achievement First Hartford Academy District","=""2880013""","Property Services","$0"
"Achievement First Hartford Academy District","=""2880013""","Purchased Services For Transportation","$0"
"Achievement First Hartford Academy District","=""2880013""","Equipment","$129,411"
"Achievement First Hartford Academy District","=""2880013""","All Other Expenditures","$4,170"
"Achievement First Hartford Academy District","=""2880013""","Total","$3,031,924"
"Amistad Academy District","=""2790013""","Teacher Salaries","$1,273,833"
"Amistad Academy District","=""2790013""","Instructional Aide Salaries","$0"
"Amistad Academy District","=""2790013""","Other Salaries","$0"
"Amistad Academy District","=""2790013""","Employee Benefits","$236,776"
"Amistad Academy District","=""2790013""","Purchased Services Other Than Transportation","$285,438"
"Amistad Academy District","=""2790013""","Special Education Tuition","$0"
"Amistad Academy District","=""2790013""","Supplies","$17,843"
"Amistad Academy District","=""2790013""","Property Services","$0"
"Amistad Academy District","=""2790013""","Purchased Services For Transportation","$0"
"Amistad Academy District","=""2790013""","Equipment","$93,126"
"Amistad Academy District","=""2790013""","All Other Expenditures","$2,296"
"Amistad Academy District","=""2790013""","Total","$1,909,313"
"Andover School District","=""0010011""","Teacher Salaries","$186,174"
"Andover School District","=""0010011""","Instructional Aide Salaries","$74,016"
"Andover School District","=""0010011""","Other Salaries","$27,585"
"Andover School District","=""0010011""","Employee Benefits","$70,077"
"Andover School District","=""0010011""","Purchased Services Other Than Transportation","$37,665"
"Andover School District","=""0010011""","Special Education Tuition","$45,281"
"Andover School District","=""0010011""","Supplies","$12,268"
"Andover School District","=""0010011""","Property Services","$0"
"Andover School District","=""0010011""","Purchased Services For Transportation","$8,743"
"Andover School District","=""0010011""","Equipment","$0"
"Andover School District","=""0010011""","All Other Expenditures","$0"
"Andover School District","=""0010011""","Total","$461,810"
"Ansonia School District","=""0020011""","Teacher Salaries","$2,387,848"
"Ansonia School District","=""0020011""","Instructional Aide Salaries","$690,862"
"Ansonia School District","=""0020011""","Other Salaries","$932,471"
"Ansonia School District","=""0020011""","Employee Benefits","$659,873"
"Ansonia School District","=""0020011""","Purchased Services Other Than Transportation","$859,062"
"Ansonia School District","=""0020011""","Special Education Tuition","$5,559,226"
"Ansonia School District","=""0020011""","Supplies","$83,731"
"Ansonia School District","=""0020011""","Property Services","$1,419,524"
"Ansonia School District","=""0020011""","Purchased Services For Transportation","$2,023,865"
"Ansonia School District","=""0020011""","Equipment","$0"
"Ansonia School District","=""0020011""","All Other Expenditures","$0"
"Ansonia School District","=""0020011""","Total","$14,616,460"
"Area Cooperative Educational Services","=""2440014""","Teacher Salaries","$8,806,836"
"Area Cooperative Educational Services","=""2440014""","Instructional Aide Salaries","$8,138,294"
"Area Cooperative Educational Services","=""2440014""","Other Salaries","$22,814,670"
"Area Cooperative Educational Services","=""2440014""","Employee Benefits","$11,655,791"
"Area Cooperative Educational Services","=""2440014""","Purchased Services Other Than Transportation","$1,008,630"
"Area Cooperative Educational Services","=""2440014""","Special Education Tuition","$0"
"Area Cooperative Educational Services","=""2440014""","Supplies","$1,936,091"
"Area Cooperative Educational Services","=""2440014""","Property Services","$2,609,297"
"Area Cooperative Educational Services","=""2440014""","Purchased Services For Transportation","$37,023"
"Area Cooperative Educational Services","=""2440014""","Equipment","$1,270,543"
"Area Cooperative Educational Services","=""2440014""","All Other Expenditures","$34,801"
"Area Cooperative Educational Services","=""2440014""","Total","$58,311,975"
"Ashford School District","=""0030011""","Teacher Salaries","$395,330"
"Ashford School District","=""0030011""","Instructional Aide Salaries","$438,540"
"Ashford School District","=""0030011""","Other Salaries","$264,753"
"Ashford School District","=""0030011""","Employee Benefits","$545,848"
"Ashford School District","=""0030011""","Purchased Services Other Than Transportation","$149,452"
"Ashford School District","=""0030011""","Special Education Tuition","$329,201"
"Ashford School District","=""0030011""","Supplies","$17,224"
"Ashford School District","=""0030011""","Property Services","$272"
"Ashford School District","=""0030011""","Purchased Services For Transportation","$0"
"Ashford School District","=""0030011""","Equipment","$7,674"
"Ashford School District","=""0030011""","All Other Expenditures","$450"
"Ashford School District","=""0030011""","Total","$2,148,743"
"Avon School District","=""0040011""","Teacher Salaries","$5,798,452"
"Avon School District","=""0040011""","Instructional Aide Salaries","$2,519,528"
"Avon School District","=""0040011""","Other Salaries","$721,635"
"Avon School District","=""0040011""","Employee Benefits","$2,351,412"
"Avon School District","=""0040011""","Purchased Services Other Than Transportation","$605,822"
"Avon School District","=""0040011""","Special Education Tuition","$3,659,982"
"Avon School District","=""0040011""","Supplies","$10,567"
"Avon School District","=""0040011""","Property Services","$120"
"Avon School District","=""0040011""","Purchased Services For Transportation","$1,122,915"
"Avon School District","=""0040011""","Equipment","$46,291"
"Avon School District","=""0040011""","All Other Expenditures","$704"
"Avon School District","=""0040011""","Total","$16,837,429"
"Barkhamsted School District","=""0050011""","Teacher Salaries","$165,730"
"Barkhamsted School District","=""0050011""","Instructional Aide Salaries","$0"
"Barkhamsted School District","=""0050011""","Other Salaries","$5,167"
"Barkhamsted School District","=""0050011""","Employee Benefits","$51,768"
"Barkhamsted School District","=""0050011""","Purchased Services Other Than Transportation","$758,096"
"Barkhamsted School District","=""0050011""","Special Education Tuition","$171,266"
"Barkhamsted School District","=""0050011""","Supplies","$765"
"Barkhamsted School District","=""0050011""","Property Services","$0"
"Barkhamsted School District","=""0050011""","Purchased Services For Transportation","$19,105"
"Barkhamsted School District","=""0050011""","Equipment","$1,935"
"Barkhamsted School District","=""0050011""","All Other Expenditures","$695"
"Barkhamsted School District","=""0050011""","Total","$1,174,527"
"Berlin School District","=""0070011""","Teacher Salaries","$4,970,208"
"Berlin School District","=""0070011""","Instructional Aide Salaries","$2,073,438"
"Berlin School District","=""0070011""","Other Salaries","$1,170,118"
"Berlin School District","=""0070011""","Employee Benefits","$1,837,926"
"Berlin School District","=""0070011""","Purchased Services Other Than Transportation","$896,281"
"Berlin School District","=""0070011""","Special Education Tuition","$3,171,599"
"Berlin School District","=""0070011""","Supplies","$62,338"
"Berlin School District","=""0070011""","Property Services","$0"
"Berlin School District","=""0070011""","Purchased Services For Transportation","$1,244,241"
"Berlin School District","=""0070011""","Equipment","$70,695"
"Berlin School District","=""0070011""","All Other Expenditures","$6,109"
"Berlin School District","=""0070011""","Total","$15,502,952"
"Bethany School District","=""0080011""","Teacher Salaries","$747,117"
"Bethany School District","=""0080011""","Instructional Aide Salaries","$564,786"
"Bethany School District","=""0080011""","Other Salaries","$247,004"
"Bethany School District","=""0080011""","Employee Benefits","$251,555"
"Bethany School District","=""0080011""","Purchased Services Other Than Transportation","$248,265"
"Bethany School District","=""0080011""","Special Education Tuition","$0"
"Bethany School District","=""0080011""","Supplies","$41,720"
"Bethany School District","=""0080011""","Property Services","$0"
"Bethany School District","=""0080011""","Purchased Services For Transportation","$0"
"Bethany School District","=""0080011""","Equipment","$4,682"
"Bethany School District","=""0080011""","All Other Expenditures","$106,272"
"Bethany School District","=""0080011""","Total","$2,211,402"
"Bethel School District","=""0090011""","Teacher Salaries","$3,711,030"
"Bethel School District","=""0090011""","Instructional Aide Salaries","$1,818,164"
"Bethel School District","=""0090011""","Other Salaries","$2,752,908"
"Bethel School District","=""0090011""","Employee Benefits","$2,109,980"
"Bethel School District","=""0090011""","Purchased Services Other Than Transportation","$515,288"
"Bethel School District","=""0090011""","Special Education Tuition","$2,745,232"
"Bethel School District","=""0090011""","Supplies","$41,986"
"Bethel School District","=""0090011""","Property Services","$226"
"Bethel School District","=""0090011""","Purchased Services For Transportation","$1,540,808"
"Bethel School District","=""0090011""","Equipment","$4,722"
"Bethel School District","=""0090011""","All Other Expenditures","$1,134"
"Bethel School District","=""0090011""","Total","$15,241,475"
"Bloomfield School District","=""0110011""","Teacher Salaries","$3,747,179"
"Bloomfield School District","=""0110011""","Instructional Aide Salaries","$1,585,447"
"Bloomfield School District","=""0110011""","Other Salaries","$1,145,276"
"Bloomfield School District","=""0110011""","Employee Benefits","$1,466,801"
"Bloomfield School District","=""0110011""","Purchased Services Other Than Transportation","$1,382,288"
"Bloomfield School District","=""0110011""","Special Education Tuition","$6,103,834"
"Bloomfield School District","=""0110011""","Supplies","$28,548"
"Bloomfield School District","=""0110011""","Property Services","$635"
"Bloomfield School District","=""0110011""","Purchased Services For Transportation","$1,126,094"
"Bloomfield School District","=""0110011""","Equipment","$9,572"
"Bloomfield School District","=""0110011""","All Other Expenditures","$927"
"Bloomfield School District","=""0110011""","Total","$16,596,602"
"Bolton School District","=""0120011""","Teacher Salaries","$1,002,018"
"Bolton School District","=""0120011""","Instructional Aide Salaries","$423,843"
"Bolton School District","=""0120011""","Other Salaries","$287,863"
"Bolton School District","=""0120011""","Employee Benefits","$662,260"
"Bolton School District","=""0120011""","Purchased Services Other Than Transportation","$120,023"
"Bolton School District","=""0120011""","Special Education Tuition","$294,342"
"Bolton School District","=""0120011""","Supplies","$17,477"
"Bolton School District","=""0120011""","Property Services","$0"
"Bolton School District","=""0120011""","Purchased Services For Transportation","$143,140"
"Bolton School District","=""0120011""","Equipment","$0"
"Bolton School District","=""0120011""","All Other Expenditures","$445"
"Bolton School District","=""0120011""","Total","$2,951,410"
"Booker T. Washington Academy District","=""2950013""","Teacher Salaries","$96,684"
"Booker T. Washington Academy District","=""2950013""","Instructional Aide Salaries","$0"
"Booker T. Washington Academy District","=""2950013""","Other Salaries","$83,269"
"Booker T. Washington Academy District","=""2950013""","Employee Benefits","$15,470"
"Booker T. Washington Academy District","=""2950013""","Purchased Services Other Than Transportation","$0"
"Booker T. Washington Academy District","=""2950013""","Special Education Tuition","$0"
"Booker T. Washington Academy District","=""2950013""","Supplies","$0"
"Booker T. Washington Academy District","=""2950013""","Property Services","$0"
"Booker T. Washington Academy District","=""2950013""","Purchased Services For Transportation","$0"
"Booker T. Washington Academy District","=""2950013""","Equipment","$0"
"Booker T. Washington Academy District","=""2950013""","All Other Expenditures","$0"
"Booker T. Washington Academy District","=""2950013""","Total","$195,423"
"Bozrah School District","=""0130011""","Teacher Salaries","$377,855"
"Bozrah School District","=""0130011""","Instructional Aide Salaries","$355,378"
"Bozrah School District","=""0130011""","Other Salaries","$293,143"
"Bozrah School District","=""0130011""","Employee Benefits","$438,578"
"Bozrah School District","=""0130011""","Purchased Services Other Than Transportation","$138,061"
"Bozrah School District","=""0130011""","Special Education Tuition","$694,377"
"Bozrah School District","=""0130011""","Supplies","$17,221"
"Bozrah School District","=""0130011""","Property Services","$175"
"Bozrah School District","=""0130011""","Purchased Services For Transportation","$120,026"
"Bozrah School District","=""0130011""","Equipment","$1,390"
"Bozrah School District","=""0130011""","All Other Expenditures","$1,239"
"Bozrah School District","=""0130011""","Total","$2,437,442"
"Branford School District","=""0140011""","Teacher Salaries","$2,392,334"
"Branford School District","=""0140011""","Instructional Aide Salaries","$1,597,965"
"Branford School District","=""0140011""","Other Salaries","$2,857,261"
"Branford School District","=""0140011""","Employee Benefits","$4,653,732"
"Branford School District","=""0140011""","Purchased Services Other Than Transportation","$671,800"
"Branford School District","=""0140011""","Special Education Tuition","$3,473,365"
"Branford School District","=""0140011""","Supplies","$28,420"
"Branford School District","=""0140011""","Property Services","$0"
"Branford School District","=""0140011""","Purchased Services For Transportation","$876,909"
"Branford School District","=""0140011""","Equipment","$2,125"
"Branford School District","=""0140011""","All Other Expenditures","$2,634"
"Branford School District","=""0140011""","Total","$16,556,545"
"Brass City Charter School District","=""2900013""","Teacher Salaries","$235,252"
"Brass City Charter School District","=""2900013""","Instructional Aide Salaries","$199,223"
"Brass City Charter School District","=""2900013""","Other Salaries","$0"
"Brass City Charter School District","=""2900013""","Employee Benefits","$94,151"
"Brass City Charter School District","=""2900013""","Purchased Services Other Than Transportation","$38,498"
"Brass City Charter School District","=""2900013""","Special Education Tuition","$0"
"Brass City Charter School District","=""2900013""","Supplies","$756"
"Brass City Charter School District","=""2900013""","Property Services","$0"
"Brass City Charter School District","=""2900013""","Purchased Services For Transportation","$0"
"Brass City Charter School District","=""2900013""","Equipment","$0"
"Brass City Charter School District","=""2900013""","All Other Expenditures","$0"
"Brass City Charter School District","=""2900013""","Total","$567,880"
"Bridgeport School District","=""0150011""","Teacher Salaries","$24,443,779"
"Bridgeport School District","=""0150011""","Instructional Aide Salaries","$10,357,357"
"Bridgeport School District","=""0150011""","Other Salaries","$5,339,411"
"Bridgeport School District","=""0150011""","Employee Benefits","$12,211,256"
"Bridgeport School District","=""0150011""","Purchased Services Other Than Transportation","$11,938,452"
"Bridgeport School District","=""0150011""","Special Education Tuition","$31,343,209"
"Bridgeport School District","=""0150011""","Supplies","$199,052"
"Bridgeport School District","=""0150011""","Property Services","$201,316"
"Bridgeport School District","=""0150011""","Purchased Services For Transportation","$18,753,490"
"Bridgeport School District","=""0150011""","Equipment","$5,841"
"Bridgeport School District","=""0150011""","All Other Expenditures","$0"
"Bridgeport School District","=""0150011""","Total","$114,793,164"
"Bristol School District","=""0170011""","Teacher Salaries","$10,874,414"
"Bristol School District","=""0170011""","Instructional Aide Salaries","$4,620,203"
"Bristol School District","=""0170011""","Other Salaries","$2,709,127"
"Bristol School District","=""0170011""","Employee Benefits","$5,552,033"
"Bristol School District","=""0170011""","Purchased Services Other Than Transportation","$5,054,732"
"Bristol School District","=""0170011""","Special Education Tuition","$21,482,405"
"Bristol School District","=""0170011""","Supplies","$60,252"
"Bristol School District","=""0170011""","Property Services","$17,439"
"Bristol School District","=""0170011""","Purchased Services For Transportation","$5,927,180"
"Bristol School District","=""0170011""","Equipment","$59,793"
"Bristol School District","=""0170011""","All Other Expenditures","$91,995"
"Bristol School District","=""0170011""","Total","$56,449,574"
"Brookfield School District","=""0180011""","Teacher Salaries","$4,528,451"
"Brookfield School District","=""0180011""","Instructional Aide Salaries","$1,632,505"
"Brookfield School District","=""0180011""","Other Salaries","$930,511"
"Brookfield School District","=""0180011""","Employee Benefits","$1,884,433"
"Brookfield School District","=""0180011""","Purchased Services Other Than Transportation","$400,810"
"Brookfield School District","=""0180011""","Special Education Tuition","$3,376,983"
"Brookfield School District","=""0180011""","Supplies","$62,230"
"Brookfield School District","=""0180011""","Property Services","$4,876"
"Brookfield School District","=""0180011""","Purchased Services For Transportation","$1,359,693"
"Brookfield School District","=""0180011""","Equipment","$12,157"
"Brookfield School District","=""0180011""","All Other Expenditures","$2,083"
"Brookfield School District","=""0180011""","Total","$14,194,732"
"Brooklyn School District","=""0190011""","Teacher Salaries","$1,530,591"
"Brooklyn School District","=""0190011""","Instructional Aide Salaries","$1,536,243"
"Brooklyn School District","=""0190011""","Other Salaries","$384,398"
"Brooklyn School District","=""0190011""","Employee Benefits","$666,005"
"Brooklyn School District","=""0190011""","Purchased Services Other Than Transportation","$250,376"
"Brooklyn School District","=""0190011""","Special Education Tuition","$2,256,991"
"Brooklyn School District","=""0190011""","Supplies","$25,833"
"Brooklyn School District","=""0190011""","Property Services","$0"
"Brooklyn School District","=""0190011""","Purchased Services For Transportation","$238,208"
"Brooklyn School District","=""0190011""","Equipment","$49,470"
"Brooklyn School District","=""0190011""","All Other Expenditures","$8,106"
"Brooklyn School District","=""0190011""","Total","$6,946,222"
"Canaan School District","=""0210011""","Teacher Salaries","$194,397"
"Canaan School District","=""0210011""","Instructional Aide Salaries","$14,176"
"Canaan School District","=""0210011""","Other Salaries","$59,837"
"Canaan School District","=""0210011""","Employee Benefits","$95,017"
"Canaan School District","=""0210011""","Purchased Services Other Than Transportation","$23,785"
"Canaan School District","=""0210011""","Special Education Tuition","$4,966"
"Canaan School District","=""0210011""","Supplies","$1,933"
"Canaan School District","=""0210011""","Property Services","$0"
"Canaan School District","=""0210011""","Purchased Services For Transportation","$22,248"
"Canaan School District","=""0210011""","Equipment","$345"
"Canaan School District","=""0210011""","All Other Expenditures","$0"
"Canaan School District","=""0210011""","Total","$416,704"
"Canterbury School District","=""0220011""","Teacher Salaries","$476,224"
"Canterbury School District","=""0220011""","Instructional Aide Salaries","$431,887"
"Canterbury School District","=""0220011""","Other Salaries","$219,812"
"Canterbury School District","=""0220011""","Employee Benefits","$262,336"
"Canterbury School District","=""0220011""","Purchased Services Other Than Transportation","$166,117"
"Canterbury School District","=""0220011""","Special Education Tuition","$767,964"
"Canterbury School District","=""0220011""","Supplies","$8,049"
"Canterbury School District","=""0220011""","Property Services","$888"
"Canterbury School District","=""0220011""","Purchased Services For Transportation","$80,805"
"Canterbury School District","=""0220011""","Equipment","$12,973"
"Canterbury School District","=""0220011""","All Other Expenditures","$114"
"Canterbury School District","=""0220011""","Total","$2,427,168"
"Canton School District","=""0230011""","Teacher Salaries","$2,105,507"
"Canton School District","=""0230011""","Instructional Aide Salaries","$1,149,599"
"Canton School District","=""0230011""","Other Salaries","$209,045"
"Canton School District","=""0230011""","Employee Benefits","$1,218,320"
"Canton School District","=""0230011""","Purchased Services Other Than Transportation","$1,168,452"
"Canton School District","=""0230011""","Special Education Tuition","$2,998,773"
"Canton School District","=""0230011""","Supplies","$46,370"
"Canton School District","=""0230011""","Property Services","$0"
"Canton School District","=""0230011""","Purchased Services For Transportation","$1,029,920"
"Canton School District","=""0230011""","Equipment","$0"
"Canton School District","=""0230011""","All Other Expenditures","$17,747"
"Canton School District","=""0230011""","Total","$9,943,733"
"Capital Preparatory Harbor School District","=""2970013""","Teacher Salaries","$472,590"
"Capital Preparatory Harbor School District","=""2970013""","Instructional Aide Salaries","$19,425"
"Capital Preparatory Harbor School District","=""2970013""","Other Salaries","$0"
"Capital Preparatory Harbor School District","=""2970013""","Employee Benefits","$97,164"
"Capital Preparatory Harbor School District","=""2970013""","Purchased Services Other Than Transportation","$39,333"
"Capital Preparatory Harbor School District","=""2970013""","Special Education Tuition","$0"
"Capital Preparatory Harbor School District","=""2970013""","Supplies","$0"
"Capital Preparatory Harbor School District","=""2970013""","Property Services","$0"
"Capital Preparatory Harbor School District","=""2970013""","Purchased Services For Transportation","$5,254"
"Capital Preparatory Harbor School District","=""2970013""","Equipment","$0"
"Capital Preparatory Harbor School District","=""2970013""","All Other Expenditures","$0"
"Capital Preparatory Harbor School District","=""2970013""","Total","$633,766"
"Capitol Region Education Council","=""2410014""","Teacher Salaries","$21,454,154"
"Capitol Region Education Council","=""2410014""","Instructional Aide Salaries","$8,504,741"
"Capitol Region Education Council","=""2410014""","Other Salaries","$17,568,479"
"Capitol Region Education Council","=""2410014""","Employee Benefits","$14,470,522"
"Capitol Region Education Council","=""2410014""","Purchased Services Other Than Transportation","$5,671,296"
"Capitol Region Education Council","=""2410014""","Special Education Tuition","$0"
"Capitol Region Education Council","=""2410014""","Supplies","$827,299"
"Capitol Region Education Council","=""2410014""","Property Services","$2,376,335"
"Capitol Region Education Council","=""2410014""","Purchased Services For Transportation","$0"
"Capitol Region Education Council","=""2410014""","Equipment","$360,793"
"Capitol Region Education Council","=""2410014""","All Other Expenditures","$5,724"
"Capitol Region Education Council","=""2410014""","Total","$71,239,341"
"Chaplin School District","=""0240011""","Teacher Salaries","$336,328"
"Chaplin School District","=""0240011""","Instructional Aide Salaries","$173,759"
"Chaplin School District","=""0240011""","Other Salaries","$0"
"Chaplin School District","=""0240011""","Employee Benefits","$119,109"
"Chaplin School District","=""0240011""","Purchased Services Other Than Transportation","$303,151"
"Chaplin School District","=""0240011""","Special Education Tuition","$70,196"
"Chaplin School District","=""0240011""","Supplies","$40,078"
"Chaplin School District","=""0240011""","Property Services","$0"
"Chaplin School District","=""0240011""","Purchased Services For Transportation","$31,725"
"Chaplin School District","=""0240011""","Equipment","$702"
"Chaplin School District","=""0240011""","All Other Expenditures","$126"
"Chaplin School District","=""0240011""","Total","$1,075,174"
"Cheshire School District","=""0250011""","Teacher Salaries","$7,414,555"
"Cheshire School District","=""0250011""","Instructional Aide Salaries","$3,428,387"
"Cheshire School District","=""0250011""","Other Salaries","$2,227,289"
"Cheshire School District","=""0250011""","Employee Benefits","$3,929,222"
"Cheshire School District","=""0250011""","Purchased Services Other Than Transportation","$842,931"
"Cheshire School District","=""0250011""","Special Education Tuition","$2,757,168"
"Cheshire School District","=""0250011""","Supplies","$356,746"
"Cheshire School District","=""0250011""","Property Services","$91,028"
"Cheshire School District","=""0250011""","Purchased Services For Transportation","$1,053,769"
"Cheshire School District","=""0250011""","Equipment","$18,405"
"Cheshire School District","=""0250011""","All Other Expenditures","$1,000"
"Cheshire School District","=""0250011""","Total","$22,120,501"
"Chester School District","=""0260011""","Teacher Salaries","$399,588"
"Chester School District","=""0260011""","Instructional Aide Salaries","$362,334"
"Chester School District","=""0260011""","Other Salaries","$58,514"
"Chester School District","=""0260011""","Employee Benefits","$209,223"
"Chester School District","=""0260011""","Purchased Services Other Than Transportation","$6,392"
"Chester School District","=""0260011""","Special Education Tuition","$0"
"Chester School District","=""0260011""","Supplies","$4,140"
"Chester School District","=""0260011""","Property Services","$528"
"Chester School District","=""0260011""","Purchased Services For Transportation","$74,889"
"Chester School District","=""0260011""","Equipment","$1,335"
"Chester School District","=""0260011""","All Other Expenditures","$0"
"Chester School District","=""0260011""","Total","$1,116,944"
"Clinton School District","=""0270011""","Teacher Salaries","$3,544,856"
"Clinton School District","=""0270011""","Instructional Aide Salaries","$1,252,231"
"Clinton School District","=""0270011""","Other Salaries","$385,909"
"Clinton School District","=""0270011""","Employee Benefits","$1,535,712"
"Clinton School District","=""0270011""","Purchased Services Other Than Transportation","$565,312"
"Clinton School District","=""0270011""","Special Education Tuition","$1,736,042"
"Clinton School District","=""0270011""","Supplies","$42,905"
"Clinton School District","=""0270011""","Property Services","$0"
"Clinton School District","=""0270011""","Purchased Services For Transportation","$905,101"
"Clinton School District","=""0270011""","Equipment","$0"
"Clinton School District","=""0270011""","All Other Expenditures","$925"
"Clinton School District","=""0270011""","Total","$9,968,993"
"Colchester School District","=""0280011""","Teacher Salaries","$3,782,654"
"Colchester School District","=""0280011""","Instructional Aide Salaries","$1,503,116"
"Colchester School District","=""0280011""","Other Salaries","$622,328"
"Colchester School District","=""0280011""","Employee Benefits","$1,023,331"
"Colchester School District","=""0280011""","Purchased Services Other Than Transportation","$975,719"
"Colchester School District","=""0280011""","Special Education Tuition","$2,191,124"
"Colchester School District","=""0280011""","Supplies","$50,506"
"Colchester School District","=""0280011""","Property Services","$6,442"
"Colchester School District","=""0280011""","Purchased Services For Transportation","$1,342,425"
"Colchester School District","=""0280011""","Equipment","$0"
"Colchester School District","=""0280011""","All Other Expenditures","$3,544"
"Colchester School District","=""0280011""","Total","$11,501,191"
"Colebrook School District","=""0290011""","Teacher Salaries","$71,272"
"Colebrook School District","=""0290011""","Instructional Aide Salaries","$65,601"
"Colebrook School District","=""0290011""","Other Salaries","$0"
"Colebrook School District","=""0290011""","Employee Benefits","$6,052"
"Colebrook School District","=""0290011""","Purchased Services Other Than Transportation","$301,210"
"Colebrook School District","=""0290011""","Special Education Tuition","$0"
"Colebrook School District","=""0290011""","Supplies","$609"
"Colebrook School District","=""0290011""","Property Services","$0"
"Colebrook School District","=""0290011""","Purchased Services For Transportation","$24,408"
"Colebrook School District","=""0290011""","Equipment","$2,685"
"Colebrook School District","=""0290011""","All Other Expenditures","$28,245"
"Colebrook School District","=""0290011""","Total","$500,081"
"Columbia School District","=""0300011""","Teacher Salaries","$1,022,656"
"Columbia School District","=""0300011""","Instructional Aide Salaries","$331,200"
"Columbia School District","=""0300011""","Other Salaries","$226,677"
"Columbia School District","=""0300011""","Employee Benefits","$439,007"
"Columbia School District","=""0300011""","Purchased Services Other Than Transportation","$317,436"
"Columbia School District","=""0300011""","Special Education Tuition","$597,050"
"Columbia School District","=""0300011""","Supplies","$14,057"
"Columbia School District","=""0300011""","Property Services","$0"
"Columbia School District","=""0300011""","Purchased Services For Transportation","$319,542"
"Columbia School District","=""0300011""","Equipment","$13,604"
"Columbia School District","=""0300011""","All Other Expenditures","$590"
"Columbia School District","=""0300011""","Total","$3,281,818"
"Common Ground High School District","=""2680013""","Teacher Salaries","$362,652"
"Common Ground High School District","=""2680013""","Instructional Aide Salaries","$74,089"
"Common Ground High School District","=""2680013""","Other Salaries","$35,195"
"Common Ground High School District","=""2680013""","Employee Benefits","$92,734"
"Common Ground High School District","=""2680013""","Purchased Services Other Than Transportation","$35,205"
"Common Ground High School District","=""2680013""","Special Education Tuition","$0"
"Common Ground High School District","=""2680013""","Supplies","$12,926"
"Common Ground High School District","=""2680013""","Property Services","$0"
"Common Ground High School District","=""2680013""","Purchased Services For Transportation","$0"
"Common Ground High School District","=""2680013""","Equipment","$0"
"Common Ground High School District","=""2680013""","All Other Expenditures","$0"
"Common Ground High School District","=""2680013""","Total","$612,801"
"Connecticut Technical Education and Career System","=""9000016""","Teacher Salaries","$10,552,779"
"Connecticut Technical Education and Career System","=""9000016""","Instructional Aide Salaries","$0"
"Connecticut Technical Education and Career System","=""9000016""","Other Salaries","$86,550"
"Connecticut Technical Education and Career System","=""9000016""","Employee Benefits","$4,687,524"
"Connecticut Technical Education and Career System","=""9000016""","Purchased Services Other Than Transportation","$3,004,845"
"Connecticut Technical Education and Career System","=""9000016""","Special Education Tuition","$0"
"Connecticut Technical Education and Career System","=""9000016""","Supplies","$141,355"
"Connecticut Technical Education and Career System","=""9000016""","Property Services","$0"
"Connecticut Technical Education and Career System","=""9000016""","Purchased Services For Transportation","$0"
"Connecticut Technical Education and Career System","=""9000016""","Equipment","$1,191"
"Connecticut Technical Education and Career System","=""9000016""","All Other Expenditures","$0"
"Connecticut Technical Education and Career System","=""9000016""","Total","$18,474,244"
"Cooperative Educational Services","=""2430014""","Teacher Salaries","$7,843,119"
"Cooperative Educational Services","=""2430014""","Instructional Aide Salaries","$5,755,049"
"Cooperative Educational Services","=""2430014""","Other Salaries","$4,371,788"
"Cooperative Educational Services","=""2430014""","Employee Benefits","$3,901,203"
"Cooperative Educational Services","=""2430014""","Purchased Services Other Than Transportation","$2,780,110"
"Cooperative Educational Services","=""2430014""","Special Education Tuition","$0"
"Cooperative Educational Services","=""2430014""","Supplies","$305,382"
"Cooperative Educational Services","=""2430014""","Property Services","$1,309,045"
"Cooperative Educational Services","=""2430014""","Purchased Services For Transportation","$0"
"Cooperative Educational Services","=""2430014""","Equipment","$157,852"
"Cooperative Educational Services","=""2430014""","All Other Expenditures","$3,131"
"Cooperative Educational Services","=""2430014""","Total","$26,426,679"
"Cornwall School District","=""0310011""","Teacher Salaries","$228,612"
"Cornwall School District","=""0310011""","Instructional Aide Salaries","$21,251"
