"Special Education Expenditures, 2022-23"
"All Districts"

"District","District Code","Description","Amount"
"Achievement First Bridgeport Academy District","=""2850013""","Teacher Salaries","$405,165"
"Achievement First Bridgeport Academy District","=""2850013""","Instructional Aide Salaries","$0"
"Achievement First Bridgeport Academy District","=""2850013""","Other Salaries","$0"
"Achievement First Bridgeport Academy District","=""2850013""","Employee Benefits","$60,853"
"Achievement First Bridgeport Academy District","=""2850013""","Purchased Services Other Than Transportation","$128,645"
"Achievement First Bridgeport Academy District","=""2850013""","Special Education Tuition","$0"
"Achievement First Bridgeport Academy District","=""2850013""","Supplies","$3,818"
"Achievement First Bridgeport Academy District","=""2850013""","Property Services","$0"
"Achievement First Bridgeport Academy District","=""2850013""","Purchased Services For Transportation","$0"
"Achievement First Bridgeport Academy District","=""2850013""","Equipment","$14,369"
"Achievement First Bridgeport Academy District","=""2850013""","All Other Expenditures","$956"
"Achievement First Bridgeport Academy District","=""2850013""","Total","$613,806"
"Achievement First Hartford Academy District","=""2880013""","Teacher Salaries","$1,610,348"
"Achievement First Hartford Academy District","=""2880013""","Instructional Aide Salaries","$0"
"Achievement First Hartford Academy District","=""2880013""","Other Salaries","$0"
"Achievement First Hartford Academy District","=""2880013""","Employee Benefits","$299,908"
"Achievement First Hartford Academy District","=""2880013""","Purchased Services Other Than Transportation","$636,268"
"Achievement First Hartford Academy District","=""2880013""","Special Education Tuition","$0"
"Achievement First Hartford Academy District","=""2880013""","Supplies","$15,349"
"Achievement First Hartford Academy District","=""2880013""","Property Services","$0"
"Achievement First Hartford Academy District","=""2880013""","Purchased Services For Transportation","$0"
"Achievement First Hartford Academy District","=""2880013""","Equipment","$38,016"
"Achievement First Hartford Academy District","=""2880013""","All Other Expenditures","$3,041"
"Achievement First Hartford Academy District","=""2880013""","Total","$2,602,931"
"Amistad Academy District","=""2790013""","Teacher Salaries","$1,243,070"
"Amistad Academy District","=""2790013""","Instructional Aide Salaries","$0"
"Amistad Academy District","=""2790013""","Other Salaries","$0"
"Amistad Academy District","=""2790013""","Employee Benefits","$201,237"
"Amistad Academy District","=""2790013""","Purchased Services Other Than Transportation","$326,489"
"Amistad Academy District","=""2790013""","Special Education Tuition","$0"
"Amistad Academy District","=""2790013""","Supplies","$11,426"
"Amistad Academy District","=""2790013""","Property Services","$0"
"Amistad Academy District","=""2790013""","Purchased Services For Transportation","$0"
"Amistad Academy District","=""2790013""","Equipment","$36,717"
"Amistad Academy District","=""2790013""","All Other Expenditures","$1,960"
"Amistad Academy District","=""2790013""","Total","$1,820,900"
"Andover School District","=""0010011""","Teacher Salaries","$229,019"
"Andover School District","=""0010011""","Instructional Aide Salaries","$50,281"
"Andover School District","=""0010011""","Other Salaries","$36,627"
"Andover School District","=""0010011""","Employee Benefits","$101,435"
"Andover School District","=""0010011""","Purchased Services Other Than Transportation","$38,138"
"Andover School District","=""0010011""","Special Education Tuition","$139,369"
"Andover School District","=""0010011""","Supplies","$5,730"
"Andover School District","=""0010011""","Property Services","$0"
"Andover School District","=""0010011""","Purchased Services For Transportation","$59,041"
"Andover School District","=""0010011""","Equipment","$0"
"Andover School District","=""0010011""","All Other Expenditures","$0"
"Andover School District","=""0010011""","Total","$659,639"
"Ansonia School District","=""0020011""","Teacher Salaries","$2,269,435"
"Ansonia School District","=""0020011""","Instructional Aide Salaries","$746,116"
"Ansonia School District","=""0020011""","Other Salaries","$895,267"
"Ansonia School District","=""0020011""","Employee Benefits","$647,048"
"Ansonia School District","=""0020011""","Purchased Services Other Than Transportation","$874,727"
"Ansonia School District","=""0020011""","Special Education Tuition","$4,972,486"
"Ansonia School District","=""0020011""","Supplies","$71,129"
"Ansonia School District","=""0020011""","Property Services","$593,666"
"Ansonia School District","=""0020011""","Purchased Services For Transportation","$1,846,311"
"Ansonia School District","=""0020011""","Equipment","$3,529"
"Ansonia School District","=""0020011""","All Other Expenditures","$1,106"
"Ansonia School District","=""0020011""","Total","$12,920,821"
"Area Cooperative Educational Services","=""2440014""","Teacher Salaries","$8,763,886"
"Area Cooperative Educational Services","=""2440014""","Instructional Aide Salaries","$7,716,247"
"Area Cooperative Educational Services","=""2440014""","Other Salaries","$19,760,264"
"Area Cooperative Educational Services","=""2440014""","Employee Benefits","$11,397,657"
"Area Cooperative Educational Services","=""2440014""","Purchased Services Other Than Transportation","$552,995"
"Area Cooperative Educational Services","=""2440014""","Special Education Tuition","$0"
"Area Cooperative Educational Services","=""2440014""","Supplies","$1,990,381"
"Area Cooperative Educational Services","=""2440014""","Property Services","$2,353,198"
"Area Cooperative Educational Services","=""2440014""","Purchased Services For Transportation","$7,000"
"Area Cooperative Educational Services","=""2440014""","Equipment","$1,764,678"
"Area Cooperative Educational Services","=""2440014""","All Other Expenditures","$47,780"
"Area Cooperative Educational Services","=""2440014""","Total","$54,354,087"
"Ashford School District","=""0030011""","Teacher Salaries","$349,239"
"Ashford School District","=""0030011""","Instructional Aide Salaries","$411,163"
"Ashford School District","=""0030011""","Other Salaries","$238,643"
"Ashford School District","=""0030011""","Employee Benefits","$506,197"
"Ashford School District","=""0030011""","Purchased Services Other Than Transportation","$284,334"
"Ashford School District","=""0030011""","Special Education Tuition","$213,950"
"Ashford School District","=""0030011""","Supplies","$32,408"
"Ashford School District","=""0030011""","Property Services","$2,000"
"Ashford School District","=""0030011""","Purchased Services For Transportation","$0"
"Ashford School District","=""0030011""","Equipment","$20,410"
"Ashford School District","=""0030011""","All Other Expenditures","$389"
"Ashford School District","=""0030011""","Total","$2,058,732"
"Avon School District","=""0040011""","Teacher Salaries","$5,497,115"
"Avon School District","=""0040011""","Instructional Aide Salaries","$2,209,176"
"Avon School District","=""0040011""","Other Salaries","$702,348"
"Avon School District","=""0040011""","Employee Benefits","$2,106,681"
"Avon School District","=""0040011""","Purchased Services Other Than Transportation","$601,824"
"Avon School District","=""0040011""","Special Education Tuition","$2,846,393"
"Avon School District","=""0040011""","Supplies","$49,499"
"Avon School District","=""0040011""","Property Services","$0"
"Avon School District","=""0040011""","Purchased Services For Transportation","$937,043"
"Avon School District","=""0040011""","Equipment","$60,277"
"Avon School District","=""0040011""","All Other Expenditures","$1,350"
"Avon School District","=""0040011""","Total","$15,011,706"
"Barkhamsted School District","=""0050011""","Teacher Salaries","$99,705"
"Barkhamsted School District","=""0050011""","Instructional Aide Salaries","$0"
"Barkhamsted School District","=""0050011""","Other Salaries","$1,866"
"Barkhamsted School District","=""0050011""","Employee Benefits","$0"
"Barkhamsted School District","=""0050011""","Purchased Services Other Than Transportation","$798,007"
"Barkhamsted School District","=""0050011""","Special Education Tuition","$266,344"
"Barkhamsted School District","=""0050011""","Supplies","$737"
"Barkhamsted School District","=""0050011""","Property Services","$0"
"Barkhamsted School District","=""0050011""","Purchased Services For Transportation","$26,788"
"Barkhamsted School District","=""0050011""","Equipment","$0"
"Barkhamsted School District","=""0050011""","All Other Expenditures","$862"
"Barkhamsted School District","=""0050011""","Total","$1,194,308"
"Berlin School District","=""0070011""","Teacher Salaries","$4,725,117"
"Berlin School District","=""0070011""","Instructional Aide Salaries","$2,071,183"
"Berlin School District","=""0070011""","Other Salaries","$1,200,143"
"Berlin School District","=""0070011""","Employee Benefits","$1,564,335"
"Berlin School District","=""0070011""","Purchased Services Other Than Transportation","$709,265"
"Berlin School District","=""0070011""","Special Education Tuition","$2,912,170"
"Berlin School District","=""0070011""","Supplies","$81,492"
"Berlin School District","=""0070011""","Property Services","$0"
"Berlin School District","=""0070011""","Purchased Services For Transportation","$1,165,675"
"Berlin School District","=""0070011""","Equipment","$72,491"
"Berlin School District","=""0070011""","All Other Expenditures","$12,801"
"Berlin School District","=""0070011""","Total","$14,514,673"
"Bethany School District","=""0080011""","Teacher Salaries","$608,635"
"Bethany School District","=""0080011""","Instructional Aide Salaries","$505,445"
"Bethany School District","=""0080011""","Other Salaries","$314,843"
"Bethany School District","=""0080011""","Employee Benefits","$276,391"
"Bethany School District","=""0080011""","Purchased Services Other Than Transportation","$245,143"
"Bethany School District","=""0080011""","Special Education Tuition","$0"
"Bethany School District","=""0080011""","Supplies","$25,224"
"Bethany School District","=""0080011""","Property Services","$0"
"Bethany School District","=""0080011""","Purchased Services For Transportation","$0"
"Bethany School District","=""0080011""","Equipment","$13,277"
"Bethany School District","=""0080011""","All Other Expenditures","$99,702"
"Bethany School District","=""0080011""","Total","$2,088,660"
"Bethel School District","=""0090011""","Teacher Salaries","$3,244,976"
"Bethel School District","=""0090011""","Instructional Aide Salaries","$1,695,765"
"Bethel School District","=""0090011""","Other Salaries","$2,904,996"
"Bethel School District","=""0090011""","Employee Benefits","$2,251,206"
"Bethel School District","=""0090011""","Purchased Services Other Than Transportation","$403,569"
"Bethel School District","=""0090011""","Special Education Tuition","$2,531,837"
"Bethel School District","=""0090011""","Supplies","$41,821"
"Bethel School District","=""0090011""","Property Services","$140"
"Bethel School District","=""0090011""","Purchased Services For Transportation","$1,492,653"
"Bethel School District","=""0090011""","Equipment","$7,953"
"Bethel School District","=""0090011""","All Other Expenditures","$1,057"
"Bethel School District","=""0090011""","Total","$14,575,972"
"Bloomfield School District","=""0110011""","Teacher Salaries","$3,527,727"
"Bloomfield School District","=""0110011""","Instructional Aide Salaries","$1,268,022"
"Bloomfield School District","=""0110011""","Other Salaries","$1,558,620"
"Bloomfield School District","=""0110011""","Employee Benefits","$1,719,599"
"Bloomfield School District","=""0110011""","Purchased Services Other Than Transportation","$903,275"
"Bloomfield School District","=""0110011""","Special Education Tuition","$5,658,492"
"Bloomfield School District","=""0110011""","Supplies","$19,927"
"Bloomfield School District","=""0110011""","Property Services","$0"
"Bloomfield School District","=""0110011""","Purchased Services For Transportation","$1,322,207"
"Bloomfield School District","=""0110011""","Equipment","$2,530"
"Bloomfield School District","=""0110011""","All Other Expenditures","$439"
"Bloomfield School District","=""0110011""","Total","$15,980,839"
"Bolton School District","=""0120011""","Teacher Salaries","$1,009,188"
"Bolton School District","=""0120011""","Instructional Aide Salaries","$442,144"
"Bolton School District","=""0120011""","Other Salaries","$305,543"
"Bolton School District","=""0120011""","Employee Benefits","$635,486"
"Bolton School District","=""0120011""","Purchased Services Other Than Transportation","$246,466"
"Bolton School District","=""0120011""","Special Education Tuition","$236,200"
"Bolton School District","=""0120011""","Supplies","$21,247"
"Bolton School District","=""0120011""","Property Services","$0"
"Bolton School District","=""0120011""","Purchased Services For Transportation","$125,126"
"Bolton School District","=""0120011""","Equipment","$5,119"
"Bolton School District","=""0120011""","All Other Expenditures","$445"
"Bolton School District","=""0120011""","Total","$3,026,964"
"Booker T. Washington Academy District","=""2950013""","Teacher Salaries","$125,372"
"Booker T. Washington Academy District","=""2950013""","Instructional Aide Salaries","$0"
"Booker T. Washington Academy District","=""2950013""","Other Salaries","$124,411"
"Booker T. Washington Academy District","=""2950013""","Employee Benefits","$18,031"
"Booker T. Washington Academy District","=""2950013""","Purchased Services Other Than Transportation","$0"
"Booker T. Washington Academy District","=""2950013""","Special Education Tuition","$0"
"Booker T. Washington Academy District","=""2950013""","Supplies","$0"
"Booker T. Washington Academy District","=""2950013""","Property Services","$0"
"Booker T. Washington Academy District","=""2950013""","Purchased Services For Transportation","$0"
"Booker T. Washington Academy District","=""2950013""","Equipment","$0"
"Booker T. Washington Academy District","=""2950013""","All Other Expenditures","$0"
"Booker T. Washington Academy District","=""2950013""","Total","$267,815"
"Bozrah School District","=""0130011""","Teacher Salaries","$395,464"
"Bozrah School District","=""0130011""","Instructional Aide Salaries","$302,787"
"Bozrah School District","=""0130011""","Other Salaries","$267,719"
"Bozrah School District","=""0130011""","Employee Benefits","$341,075"
"Bozrah School District","=""0130011""","Purchased Services Other Than Transportation","$141,639"
"Bozrah School District","=""0130011""","Special Education Tuition","$829,009"
"Bozrah School District","=""0130011""","Supplies","$23,957"
"Bozrah School District","=""0130011""","Property Services","$45"
"Bozrah School District","=""0130011""","Purchased Services For Transportation","$129,501"
"Bozrah School District","=""0130011""","Equipment","$5,796"
"Bozrah School District","=""0130011""","All Other Expenditures","$250"
"Bozrah School District","=""0130011""","Total","$2,437,243"
"Branford School District","=""0140011""","Teacher Salaries","$4,339,723"
"Branford School District","=""0140011""","Instructional Aide Salaries","$1,700,594"
"Branford School District","=""0140011""","Other Salaries","$437,122"
"Branford School District","=""0140011""","Employee Benefits","$1,979,405"
"Branford School District","=""0140011""","Purchased Services Other Than Transportation","$691,480"
"Branford School District","=""0140011""","Special Education Tuition","$2,935,967"
"Branford School District","=""0140011""","Supplies","$92,532"
"Branford School District","=""0140011""","Property Services","$0"
"Branford School District","=""0140011""","Purchased Services For Transportation","$832,914"
"Branford School District","=""0140011""","Equipment","$8,576"
"Branford School District","=""0140011""","All Other Expenditures","$500"
"Branford School District","=""0140011""","Total","$13,018,814"
"Brass City Charter School District","=""2900013""","Teacher Salaries","$181,730"
"Brass City Charter School District","=""2900013""","Instructional Aide Salaries","$204,220"
"Brass City Charter School District","=""2900013""","Other Salaries","$0"
"Brass City Charter School District","=""2900013""","Employee Benefits","$82,121"
"Brass City Charter School District","=""2900013""","Purchased Services Other Than Transportation","$99,151"
"Brass City Charter School District","=""2900013""","Special Education Tuition","$0"
"Brass City Charter School District","=""2900013""","Supplies","$0"
"Brass City Charter School District","=""2900013""","Property Services","$0"
"Brass City Charter School District","=""2900013""","Purchased Services For Transportation","$0"
"Brass City Charter School District","=""2900013""","Equipment","$0"
"Brass City Charter School District","=""2900013""","All Other Expenditures","$0"
"Brass City Charter School District","=""2900013""","Total","$567,222"
"Bridgeport School District","=""0150011""","Teacher Salaries","$20,480,934"
"Bridgeport School District","=""0150011""","Instructional Aide Salaries","$10,521,628"
"Bridgeport School District","=""0150011""","Other Salaries","$5,452,843"
"Bridgeport School District","=""0150011""","Employee Benefits","$12,863,313"
"Bridgeport School District","=""0150011""","Purchased Services Other Than Transportation","$4,045,521"
"Bridgeport School District","=""0150011""","Special Education Tuition","$27,278,681"
"Bridgeport School District","=""0150011""","Supplies","$295,950"
"Bridgeport School District","=""0150011""","Property Services","$217,765"
"Bridgeport School District","=""0150011""","Purchased Services For Transportation","$15,307,679"
"Bridgeport School District","=""0150011""","Equipment","$234,031"
"Bridgeport School District","=""0150011""","All Other Expenditures","$0"
"Bridgeport School District","=""0150011""","Total","$96,698,345"
"Bristol School District","=""0170011""","Teacher Salaries","$9,173,808"
"Bristol School District","=""0170011""","Instructional Aide Salaries","$3,763,964"
"Bristol School District","=""0170011""","Other Salaries","$3,430,399"
"Bristol School District","=""0170011""","Employee Benefits","$5,744,240"
"Bristol School District","=""0170011""","Purchased Services Other Than Transportation","$4,242,052"
"Bristol School District","=""0170011""","Special Education Tuition","$18,860,409"
"Bristol School District","=""0170011""","Supplies","$49,462"
"Bristol School District","=""0170011""","Property Services","$2,591"
"Bristol School District","=""0170011""","Purchased Services For Transportation","$5,759,884"
"Bristol School District","=""0170011""","Equipment","$27,698"
"Bristol School District","=""0170011""","All Other Expenditures","$1,674"
"Bristol School District","=""0170011""","Total","$51,056,180"
"Brookfield School District","=""0180011""","Teacher Salaries","$4,192,158"
"Brookfield School District","=""0180011""","Instructional Aide Salaries","$1,660,255"
"Brookfield School District","=""0180011""","Other Salaries","$884,184"
"Brookfield School District","=""0180011""","Employee Benefits","$1,740,176"
"Brookfield School District","=""0180011""","Purchased Services Other Than Transportation","$558,021"
"Brookfield School District","=""0180011""","Special Education Tuition","$3,171,491"
"Brookfield School District","=""0180011""","Supplies","$55,920"
"Brookfield School District","=""0180011""","Property Services","$4,867"
"Brookfield School District","=""0180011""","Purchased Services For Transportation","$1,193,999"
"Brookfield School District","=""0180011""","Equipment","$6,688"
"Brookfield School District","=""0180011""","All Other Expenditures","$3,256"
"Brookfield School District","=""0180011""","Total","$13,471,017"
"Brooklyn School District","=""0190011""","Teacher Salaries","$1,486,146"
"Brooklyn School District","=""0190011""","Instructional Aide Salaries","$1,302,181"
"Brooklyn School District","=""0190011""","Other Salaries","$354,936"
"Brooklyn School District","=""0190011""","Employee Benefits","$692,884"
"Brooklyn School District","=""0190011""","Purchased Services Other Than Transportation","$134,049"
"Brooklyn School District","=""0190011""","Special Education Tuition","$2,117,621"
"Brooklyn School District","=""0190011""","Supplies","$19,083"
"Brooklyn School District","=""0190011""","Property Services","$0"
"Brooklyn School District","=""0190011""","Purchased Services For Transportation","$368,652"
"Brooklyn School District","=""0190011""","Equipment","$13,884"
"Brooklyn School District","=""0190011""","All Other Expenditures","$4,351"
"Brooklyn School District","=""0190011""","Total","$6,493,787"
"Canaan School District","=""0210011""","Teacher Salaries","$190,230"
"Canaan School District","=""0210011""","Instructional Aide Salaries","$17,433"
"Canaan School District","=""0210011""","Other Salaries","$47,101"
"Canaan School District","=""0210011""","Employee Benefits","$88,090"
"Canaan School District","=""0210011""","Purchased Services Other Than Transportation","$23,613"
"Canaan School District","=""0210011""","Special Education Tuition","$4,833"
"Canaan School District","=""0210011""","Supplies","$2,477"
"Canaan School District","=""0210011""","Property Services","$349"
"Canaan School District","=""0210011""","Purchased Services For Transportation","$21,833"
"Canaan School District","=""0210011""","Equipment","$572"
"Canaan School District","=""0210011""","All Other Expenditures","$0"
"Canaan School District","=""0210011""","Total","$396,533"
"Canterbury School District","=""0220011""","Teacher Salaries","$374,610"
"Canterbury School District","=""0220011""","Instructional Aide Salaries","$356,153"
"Canterbury School District","=""0220011""","Other Salaries","$228,361"
"Canterbury School District","=""0220011""","Employee Benefits","$303,936"
"Canterbury School District","=""0220011""","Purchased Services Other Than Transportation","$102,579"
"Canterbury School District","=""0220011""","Special Education Tuition","$798,418"
"Canterbury School District","=""0220011""","Supplies","$14,844"
"Canterbury School District","=""0220011""","Property Services","$541"
"Canterbury School District","=""0220011""","Purchased Services For Transportation","$69,464"
"Canterbury School District","=""0220011""","Equipment","$20,561"
"Canterbury School District","=""0220011""","All Other Expenditures","$328"
"Canterbury School District","=""0220011""","Total","$2,269,796"
"Canton School District","=""0230011""","Teacher Salaries","$2,538,702"
"Canton School District","=""0230011""","Instructional Aide Salaries","$785,914"
"Canton School District","=""0230011""","Other Salaries","$83,955"
"Canton School District","=""0230011""","Employee Benefits","$965,077"
"Canton School District","=""0230011""","Purchased Services Other Than Transportation","$458,617"
"Canton School District","=""0230011""","Special Education Tuition","$1,689,269"
"Canton School District","=""0230011""","Supplies","$29,460"
"Canton School District","=""0230011""","Property Services","$0"
"Canton School District","=""0230011""","Purchased Services For Transportation","$678,578"
"Canton School District","=""0230011""","Equipment","$0"
"Canton School District","=""0230011""","All Other Expenditures","$13,736"
"Canton School District","=""0230011""","Total","$7,243,307"
"Capital Preparatory Harbor School District","=""2970013""","Teacher Salaries","$337,101"
"Capital Preparatory Harbor School District","=""2970013""","Instructional Aide Salaries","$43,276"
"Capital Preparatory Harbor School District","=""2970013""","Other Salaries","$0"
"Capital Preparatory Harbor School District","=""2970013""","Employee Benefits","$75,938"
"Capital Preparatory Harbor School District","=""2970013""","Purchased Services Other Than Transportation","$215,210"
"Capital Preparatory Harbor School District","=""2970013""","Special Education Tuition","$0"
"Capital Preparatory Harbor School District","=""2970013""","Supplies","$0"
"Capital Preparatory Harbor School District","=""2970013""","Property Services","$0"
"Capital Preparatory Harbor School District","=""2970013""","Purchased Services For Transportation","$23,000"
"Capital Preparatory Harbor School District","=""2970013""","Equipment","$0"
"Capital Preparatory Harbor School District","=""2970013""","All Other Expenditures","$0"
"Capital Preparatory Harbor School District","=""2970013""","Total","$694,526"
"Capitol Region Education Council","=""2410014""","Teacher Salaries","$22,921,157"
"Capitol Region Education Council","=""2410014""","Instructional Aide Salaries","$7,380,334"
"Capitol Region Education Council","=""2410014""","Other Salaries","$15,360,719"
"Capitol Region Education Council","=""2410014""","Employee Benefits","$14,475,396"
"Capitol Region Education Council","=""2410014""","Purchased Services Other Than Transportation","$5,001,525"
"Capitol Region Education Council","=""2410014""","Special Education Tuition","$0"
"Capitol Region Education Council","=""2410014""","Supplies","$873,460"
"Capitol Region Education Council","=""2410014""","Property Services","$2,809,946"
"Capitol Region Education Council","=""2410014""","Purchased Services For Transportation","$0"
"Capitol Region Education Council","=""2410014""","Equipment","$184,985"
"Capitol Region Education Council","=""2410014""","All Other Expenditures","$8,012"
"Capitol Region Education Council","=""2410014""","Total","$69,015,533"
"Chaplin School District","=""0240011""","Teacher Salaries","$307,630"
"Chaplin School District","=""0240011""","Instructional Aide Salaries","$146,977"
"Chaplin School District","=""0240011""","Other Salaries","$0"
"Chaplin School District","=""0240011""","Employee Benefits","$93,143"
"Chaplin School District","=""0240011""","Purchased Services Other Than Transportation","$252,883"
"Chaplin School District","=""0240011""","Special Education Tuition","$0"
"Chaplin School District","=""0240011""","Supplies","$7,322"
"Chaplin School District","=""0240011""","Property Services","$0"
"Chaplin School District","=""0240011""","Purchased Services For Transportation","$0"
"Chaplin School District","=""0240011""","Equipment","$0"
"Chaplin School District","=""0240011""","All Other Expenditures","$275"
"Chaplin School District","=""0240011""","Total","$808,228"
"Cheshire School District","=""0250011""","Teacher Salaries","$7,506,099"
"Cheshire School District","=""0250011""","Instructional Aide Salaries","$3,093,091"
"Cheshire School District","=""0250011""","Other Salaries","$2,161,502"
"Cheshire School District","=""0250011""","Employee Benefits","$3,834,232"
"Cheshire School District","=""0250011""","Purchased Services Other Than Transportation","$791,742"
"Cheshire School District","=""0250011""","Special Education Tuition","$1,984,641"
"Cheshire School District","=""0250011""","Supplies","$362,924"
"Cheshire School District","=""0250011""","Property Services","$76,133"
"Cheshire School District","=""0250011""","Purchased Services For Transportation","$1,017,744"
"Cheshire School District","=""0250011""","Equipment","$11,598"
"Cheshire School District","=""0250011""","All Other Expenditures","$-1,200"
"Cheshire School District","=""0250011""","Total","$20,838,506"
"Chester School District","=""0260011""","Teacher Salaries","$269,456"
"Chester School District","=""0260011""","Instructional Aide Salaries","$313,296"
"Chester School District","=""0260011""","Other Salaries","$86,783"
"Chester School District","=""0260011""","Employee Benefits","$212,172"
"Chester School District","=""0260011""","Purchased Services Other Than Transportation","$23,125"
"Chester School District","=""0260011""","Special Education Tuition","$0"
"Chester School District","=""0260011""","Supplies","$12,115"
"Chester School District","=""0260011""","Property Services","$651"
"Chester School District","=""0260011""","Purchased Services For Transportation","$70,228"
"Chester School District","=""0260011""","Equipment","$0"
"Chester School District","=""0260011""","All Other Expenditures","$0"
"Chester School District","=""0260011""","Total","$987,827"
"Clinton School District","=""0270011""","Teacher Salaries","$3,408,362"
"Clinton School District","=""0270011""","Instructional Aide Salaries","$1,161,714"
"Clinton School District","=""0270011""","Other Salaries","$377,785"
"Clinton School District","=""0270011""","Employee Benefits","$1,226,150"
"Clinton School District","=""0270011""","Purchased Services Other Than Transportation","$638,164"
"Clinton School District","=""0270011""","Special Education Tuition","$1,491,760"
"Clinton School District","=""0270011""","Supplies","$34,276"
"Clinton School District","=""0270011""","Property Services","$0"
"Clinton School District","=""0270011""","Purchased Services For Transportation","$804,917"
"Clinton School District","=""0270011""","Equipment","$0"
"Clinton School District","=""0270011""","All Other Expenditures","$925"
"Clinton School District","=""0270011""","Total","$9,144,054"
"Colchester School District","=""0280011""","Teacher Salaries","$3,675,092"
"Colchester School District","=""0280011""","Instructional Aide Salaries","$1,572,169"
"Colchester School District","=""0280011""","Other Salaries","$498,376"
"Colchester School District","=""0280011""","Employee Benefits","$949,913"
"Colchester School District","=""0280011""","Purchased Services Other Than Transportation","$729,486"
"Colchester School District","=""0280011""","Special Education Tuition","$1,833,991"
"Colchester School District","=""0280011""","Supplies","$76,484"
"Colchester School District","=""0280011""","Property Services","$2,313"
"Colchester School District","=""0280011""","Purchased Services For Transportation","$1,183,686"
"Colchester School District","=""0280011""","Equipment","$0"
"Colchester School District","=""0280011""","All Other Expenditures","$3,094"
"Colchester School District","=""0280011""","Total","$10,524,603"
"Colebrook School District","=""0290011""","Teacher Salaries","$66,342"
"Colebrook School District","=""0290011""","Instructional Aide Salaries","$153,815"
"Colebrook School District","=""0290011""","Other Salaries","$0"
"Colebrook School District","=""0290011""","Employee Benefits","$1,892"
"Colebrook School District","=""0290011""","Purchased Services Other Than Transportation","$269,706"
"Colebrook School District","=""0290011""","Special Education Tuition","$0"
"Colebrook School District","=""0290011""","Supplies","$387"
"Colebrook School District","=""0290011""","Property Services","$0"
"Colebrook School District","=""0290011""","Purchased Services For Transportation","$33,095"
"Colebrook School District","=""0290011""","Equipment","$0"
"Colebrook School District","=""0290011""","All Other Expenditures","$29,668"
"Colebrook School District","=""0290011""","Total","$554,904"
"Columbia School District","=""0300011""","Teacher Salaries","$1,044,678"
"Columbia School District","=""0300011""","Instructional Aide Salaries","$348,027"
"Columbia School District","=""0300011""","Other Salaries","$278,658"
"Columbia School District","=""0300011""","Employee Benefits","$452,826"
"Columbia School District","=""0300011""","Purchased Services Other Than Transportation","$218,050"
"Columbia School District","=""0300011""","Special Education Tuition","$704,119"
"Columbia School District","=""0300011""","Supplies","$8,826"
"Columbia School District","=""0300011""","Property Services","$0"
"Columbia School District","=""0300011""","Purchased Services For Transportation","$262,156"
"Columbia School District","=""0300011""","Equipment","$9,702"
"Columbia School District","=""0300011""","All Other Expenditures","$2,244"
"Columbia School District","=""0300011""","Total","$3,329,286"
"Common Ground High School District","=""2680013""","Teacher Salaries","$361,707"
"Common Ground High School District","=""2680013""","Instructional Aide Salaries","$73,806"
"Common Ground High School District","=""2680013""","Other Salaries","$54,183"
"Common Ground High School District","=""2680013""","Employee Benefits","$97,790"
"Common Ground High School District","=""2680013""","Purchased Services Other Than Transportation","$34,581"
"Common Ground High School District","=""2680013""","Special Education Tuition","$0"
"Common Ground High School District","=""2680013""","Supplies","$30,661"
"Common Ground High School District","=""2680013""","Property Services","$0"
"Common Ground High School District","=""2680013""","Purchased Services For Transportation","$0"
"Common Ground High School District","=""2680013""","Equipment","$0"
"Common Ground High School District","=""2680013""","All Other Expenditures","$0"
"Common Ground High School District","=""2680013""","Total","$652,727"
"Connecticut Technical Education and Career System","=""9000016""","Teacher Salaries","$10,400,492"
"Connecticut Technical Education and Career System","=""9000016""","Instructional Aide Salaries","$0"
"Connecticut Technical Education and Career System","=""9000016""","Other Salaries","$5,000"
"Connecticut Technical Education and Career System","=""9000016""","Employee Benefits","$5,426,067"
"Connecticut Technical Education and Career System","=""9000016""","Purchased Services Other Than Transportation","$112,631"
"Connecticut Technical Education and Career System","=""9000016""","Special Education Tuition","$0"
"Connecticut Technical Education and Career System","=""9000016""","Supplies","$93,911"
"Connecticut Technical Education and Career System","=""9000016""","Property Services","$0"
"Connecticut Technical Education and Career System","=""9000016""","Purchased Services For Transportation","$0"
"Connecticut Technical Education and Career System","=""9000016""","Equipment","$11,892"
"Connecticut Technical Education and Career System","=""9000016""","All Other Expenditures","$0"
"Connecticut Technical Education and Career System","=""9000016""","Total","$16,049,993"
"Cooperative Educational Services","=""2430014""","Teacher Salaries","$7,742,252"
"Cooperative Educational Services","=""2430014""","Instructional Aide Salaries","$5,589,784"
"Cooperative Educational Services","=""2430014""","Other Salaries","$3,832,587"
"Cooperative Educational Services","=""2430014""","Employee Benefits","$3,943,017"
"Cooperative Educational Services","=""2430014""","Purchased Services Other Than Transportation","$2,993,172"
"Cooperative Educational Services","=""2430014""","Special Education Tuition","$0"
"Cooperative Educational Services","=""2430014""","Supplies","$256,659"
"Cooperative Educational Services","=""2430014""","Property Services","$1,908,267"
"Cooperative Educational Services","=""2430014""","Purchased Services For Transportation","$0"
"Cooperative Educational Services","=""2430014""","Equipment","$161,356"
"Cooperative Educational Services","=""2430014""","All Other Expenditures","$8,909"
"Cooperative Educational Services","=""2430014""","Total","$26,436,004"
"Cornwall School District","=""0310011""","Teacher Salaries","$269,498"
"Cornwall School District","=""0310011""","Instructional Aide Salaries","$25,608"
"Cornwall School District","=""0310011""","Other Salaries","$66,615"
